2,"(2.111, 0.242, 0.792)",-27.72862030718523

2,"(2.112, 0.73, 0.721)",-27.727043798962033

2,"(2.11, 0.503, 0.747)",-28.042441772328363

2,"(2.161, 0.242, 0.515)",-21.721035701813925

2,"(2.15, 0.488, 0.501)",-22.911922300036892

2,"(2.222, 0.244, 0.233)",-32.51205379977783
