0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
174051,4177,259,18/03/2019,H,FALSE,R64,3,5918,GEO,17,,19,1865,,,27.063656,185,4994,GER,,,75,711,,,31.570158,190,6-3 6-2,,2,0,12,5,0,0,TRUE,174051,0,66,5,3,59,30,21,18,9,2,3,6,1,59,42,24,7,8,2,6
166886,4001,270,22/08/2016,H,FALSE,R32,3,5131,ESP,2,,17,1980,,,28.35592,183,5370,SLO,,,77,695,,,27.09651,181,4-6 6-3 6-3,,2,1,16,12,0,0,TRUE,166886,0,129,2,2,86,43,33,28,14,7,8,15,2,95,51,36,22,14,7,10
164422,3941,19,19/10/2015,H,FALSE,R16,3,4868,FRA,6,,29,1390,,,28.681725,188,5630,ARG,,,55,811,,,25.037645,190,6-3 7-6(2),,2,0,12,9,1,0,TRUE,164422,0,,4,4,61,40,34,12,11,1,2,2,2,77,44,31,14,10,4,6
176380,4233,300,3/02/2020,C,FALSE,F,3,6412,CHI,3,,31,1320,,,23.679672,185,6029,ARG,1,,14,2220,,,27.46612,170,2-6 6-4 6-0,,2,1,14,10,0,0,TRUE,176380,0,124,2,3,82,52,35,10,12,9,13,0,3,79,48,24,17,12,4,10
173984,4176,224,4/03/2019,H,FALSE,R128,3,4291,TUN,,,60,847,,,35.118412,185,5602,USA,,,90,627,,,28.53662,190,6-4 6-2,,2,0,12,6,0,0,TRUE,173984,0,67,1,2,54,34,28,11,9,1,1,5,1,48,32,22,7,9,1,4
175593,4214,299,30/09/2019,H,FALSE,SF,3,6219,AUT,1,,5,4415,,,26.072554,185,11547,RUS,4,,9,2810,,,23.359343,198,2-6 7-6(5) 7-5,,2,1,15,17,1,0,TRUE,175593,0,161,3,1,108,72,49,14,16,2,8,5,4,104,68,46,12,16,4,9
165752,3977,275,25/04/2016,C,FALSE,R32,3,4252,GER,,Q,267,191,,,32.555782,190,4893,GER,,Q,325,148,,,29.065023,188,6-4 6-4,,2,0,12,8,0,0,TRUE,165752,0,73,3,1,55,39,27,8,10,4,7,3,1,68,46,28,6,10,8,13
173067,4149,287,8/10/2018,H,FALSE,R16,3,4728,RSA,7,,8,3640,,,32.391514,203,26577,GRE,10,,15,1987,,,20.156057,193,6-4 7-6(1),,2,0,12,10,1,0,TRUE,173067,0,100,10,2,62,45,37,8,11,2,3,5,1,74,44,32,15,11,2,4
177455,4261,4401,6/03/2020,H,FALSE,RR,3,6379,POR,,,190,268,,,24.958248,,5813,LTU,,,497,59,,,28.550308,183,6-7(6) 6-3 6-0,,2,1,18,9,0,1,TRUE,177455,0,143,3,4,92,59,44,14,14,4,7,5,3,95,48,35,17,13,5,12
162585,3901,9,6/04/2015,C,FALSE,R32,3,5986,BIH,,,87,598,,,22.877481,172,3908,FRA,,Q,116,478,,,33.229294,185,6-2 7-6(2),,2,0,12,8,1,0,TRUE,162585,0,78,9,0,58,35,25,15,10,1,3,0,6,71,45,26,11,10,6,10
