match_id,tournament_event_id,match_num,date,surface,indoor,round,best_of,winner_id,winner_country_id,winner_seed,winner_entry,winner_rank,winner_rank_points,winner_elo_rating,winner_next_elo_rating,winner_age,winner_height,loser_id,loser_country_id,loser_seed,loser_entry,loser_rank,loser_rank_points,loser_elo_rating,loser_next_elo_rating,loser_age,loser_height,score,outcome,w_sets,l_sets,w_games,l_games,w_tbs,l_tbs,has_stats,match_id,set,minutes,w_ace,w_df,w_sv_pt,w_1st_in,w_1st_won,w_2nd_won,w_sv_gms,w_bp_sv,w_bp_fc,l_ace,l_df,l_sv_pt,l_1st_in,l_1st_won,l_2nd_won,l_sv_gms,l_bp_sv,l_bp_fc
171077,4105,298,26/02/2018,H,f,SF,3,5216,ARG,6,0,9,2745,0,0,29.42642,198,644,GER,2,0,5,4450,0,0,20.85421,198,6-4 6-2,0,2,0,12,6,0,0,t,171077,0,91,6,1,56,36,28,11,9,1,1,10,2,59,36,26,8,9,4,7
170479,4089,277,1/01/2018,H,f,R32,3,4894,NED,5,0,42,1130,0,0,30.74059,190,4879,SLO,0,0,97,581,0,0,30.8282,188,7-6(6) 7-5,0,2,0,13,11,1,0,t,170479,0,120,7,3,80,49,35,15,12,2,5,1,2,85,50,29,16,12,8,12
171093,4106,283,26/02/2018,H,f,R32,3,26577,GRE,0,WC,82,678,0,0,19.542778,193,5055,KAZ,0,0,88,638,0,0,30.171116,183,6-2 6-7(5) 6-3,0,2,1,18,11,0,1,t,171093,0,131,16,1,86,58,44,20,14,3,3,5,3,119,73,43,25,15,12,16
170462,4088,289,1/01/2018,H,f,R16,3,5792,BIH,0,Q,138,399,0,0,26.475018,0,3852,ESP,8,0,36,1295,0,0,36.281998,188,6-4 7-6(2),0,2,0,12,10,1,0,t,170462,0,85,8,1,71,46,33,17,11,3,3,13,4,71,38,31,16,11,4,5
170454,4088,281,1/01/2018,H,f,R32,3,5515,GER,0,0,53,898,0,0,27.687885,193,4606,CZE,3,0,19,2095,0,0,32.29021,196,6-4 1-6 7-6(4),0,2,1,13,16,1,0,t,170454,0,128,8,6,95,53,43,17,14,2,5,9,2,96,58,49,16,15,5,7
170799,4096,277,5/02/2018,H,t,R32,3,25897,RUS,6,0,36,1310,0,0,20.295689,188,4198,ESP,0,0,69,755,0,0,34.67488,188,6-4 6-4,0,2,0,12,8,0,0,t,170799,0,74,4,3,59,35,29,13,10,5,6,3,10,70,33,23,17,10,5,8
170697,4093,1604,2/02/2018,H,f,RR,3,5486,DOM,0,0,284,173,0,0,27.882273,0,6315,BRA,0,0,117,495,0,0,23.665981,183,6-4 7-6(4),0,2,0,12,10,1,0,t,170697,0,94,5,3,77,53,39,12,11,1,2,9,3,80,52,36,13,11,1,3
171064,4105,285,26/02/2018,H,f,R32,3,3852,ESP,0,0,38,1295,0,0,36.435318,188,6107,JPN,0,LL,107,529,0,0,25.081451,0,4-6 6-3 6-4,0,2,1,16,13,0,0,t,171064,0,135,18,1,85,49,40,19,15,4,6,6,7,104,53,37,25,14,12,15
171219,4108,287,5/03/2018,H,f,R16,3,5216,ARG,6,0,8,3200,0,0,29.445585,198,4914,ARG,0,0,47,1044,0,0,30.806297,188,3-6 7-6(2) 6-3,0,2,1,15,15,1,0,t,171219,0,149,6,3,89,56,43,18,14,5,7,8,2,110,67,48,22,16,7,10
170487,4089,287,1/01/2018,H,f,R16,3,5055,KAZ,7,0,74,693,0,0,30.017796,183,11485,SRB,0,0,88,612,0,0,22.584532,188,7-5 7-6(5),0,2,0,13,11,1,0,t,170487,0,114,0,1,74,54,39,10,12,0,2,6,4,81,40,30,18,12,6,9
170451,4088,278,1/01/2018,H,f,R32,3,5367,GER,0,0,60,817,0,0,28.465435,185,5922,SRB,6,0,34,1298,0,0,25.845312,185,6-4 6-1,0,2,0,12,5,0,0,t,170451,0,66,6,2,53,26,22,12,9,1,3,1,4,49,33,19,3,8,5,10
171053,4105,274,26/02/2018,H,f,R32,3,6219,AUT,3,0,6,3810,0,0,24.481861,185,11787,GBR,0,Q,113,509,0,0,22.513348,188,6-3 5-7 7-5,0,2,1,18,15,0,0,t,171053,0,142,8,3,91,44,37,28,17,1,3,4,4,113,68,46,24,16,8,11
170796,4096,273,5/02/2018,H,t,R32,3,5349,AUS,0,PR,109,521,0,0,28.646133,183,5209,JPN,8,0,41,1235,0,0,29.382614,173,5-7 6-3 6-4,0,2,1,17,14,0,0,t,170796,0,124,3,3,86,37,30,29,16,3,6,1,2,96,43,29,29,15,5,9
170799,4096,277,5/02/2018,H,t,R32,3,25897,RUS,6,0,36,1310,0,0,20.295689,188,4198,ESP,0,0,69,755,0,0,34.67488,188,6-4 6-4,0,2,0,12,8,0,0,t,170799,0,74,4,3,59,35,29,13,10,5,6,3,10,70,33,23,17,10,5,8
170978,4102,288,19/02/2018,H,f,R16,3,26006,USA,0,0,85,664,0,0,20.312115,193,4022,RUS,0,0,93,604,0,0,35.65503,183,6-1 4-6 6-3,0,2,1,16,10,0,0,t,170978,0,109,13,4,79,52,40,10,13,6,8,6,6,82,46,32,14,13,4,9
170774,4095,9304,3/02/2018,H,f,RR,3,5644,ROU,0,0,94,596,0,0,27.285421,193,11141,LUX,0,0,0,0,0,0,24.788502,0,6-1 6-1,0,2,0,12,2,0,0,t,170774,0,51,8,1,38,26,22,6,7,0,0,1,3,49,29,12,8,7,5,10
171226,4108,294,5/03/2018,H,f,QF,3,5216,ARG,6,0,8,3200,0,0,29.445585,198,4259,GER,31,0,37,1290,0,0,34.384666,178,3-6 6-3 6-4,0,2,1,15,13,0,0,t,171226,0,127,5,0,84,57,43,13,14,5,7,2,1,94,62,40,16,14,10,13
171169,4108,236,5/03/2018,H,f,R128,3,5630,ARG,0,0,67,800,0,0,27.4141,190,5978,USA,0,0,54,945,0,0,25.826147,183,6-2 4-6 7-5,0,2,1,17,13,0,0,t,171169,0,143,3,8,107,65,47,16,15,8,12,4,4,88,51,37,13,15,6,12
170819,4096,299,5/02/2018,H,t,SF,3,4752,FRA,5,0,33,1375,0,0,31.635866,185,5663,BEL,1,0,7,3460,0,0,27.164955,163,6-4 0-6 6-3,0,2,1,12,13,0,0,t,170819,0,108,8,2,72,42,33,13,12,1,4,5,0,83,42,27,26,13,5,8
