2,"(2.111, 0.243, 0.789)",-60.90600926509207
2,"(2.113, 0.67, 0.708)",-51.24063782226366
2,"(2.13, 0.5, 0.744)",-58.731301541762846
2,"(2.218, 0.213, 0.56)",-56.24993069376189
2,"(2.218, 0.264, 0.314)",-49.611432302429996
2,"(2.118, 0.496, 0.498)",-57.84421296281829
