,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
68,171780,4120,273,2018-05-21,C,False,R32,3,5792,BIH,,,82,697,,,26.858316,,4994,GER,8.0,,52.0,1012.0,,,30.746065,190.0,5-7 6-3 6-4,,2,1,17,14,0,0,True,171780,0,113.0,5,0,97,59,46,22,16,3,4,8,1,79,48,35,24,15,2,4
69,165092,3961,283,2016-02-15,C,False,R32,3,5427,ESP,,,73,717,,,26.209446,,6107,JPN,,Q,94.0,611.0,,,23.049965,,3-6 7-5 6-2,,2,1,16,13,0,0,True,165092,0,138.0,12,2,79,42,28,16,14,3,8,0,6,87,52,32,14,15,5,12
70,176460,4235,271,2020-02-03,H,False,R32,3,5636,GER,,PR,149,350,,,29.319645,183.0,3333,CRO,,,121.0,436.0,,,40.93087,208.0,6-3 6-4,,2,0,12,7,0,0,True,176460,0,64.0,5,4,63,36,30,16,10,8,8,6,1,43,34,25,5,9,2,4
71,161749,3881,19,2015-01-11,H,False,R16,3,4677,SRB,,Q,92,564,,,28.919918,193.0,4664,ESP,,,40.0,950.0,,,28.969198,180.0,4-6 6-3 6-3,,2,1,16,12,0,0,True,161749,0,115.0,13,1,79,46,36,17,14,3,6,1,5,91,59,36,16,14,5,10
72,175602,4214,290,2019-09-30,H,False,R16,3,4921,ITA,6.0,,12,2370,,,32.353184,178.0,25897,RUS,,,35.0,1261.0,,,21.943874,188.0,6-3 6-4,,2,0,12,7,0,0,True,175602,0,75.0,6,3,67,45,32,9,10,10,12,5,3,49,26,17,9,9,2,6
73,172604,4140,272,2018-08-13,H,False,R32,3,4526,SUI,,WC,151,380,,,33.37714,183.0,5442,JPN,,,23.0,1710.0,,,28.621492,178.0,6-4 6-4,,2,0,12,8,0,0,True,172604,0,89.0,8,2,52,31,25,13,10,0,1,1,2,67,42,27,12,10,7,10
74,174023,4177,287,2019-03-18,H,False,R16,3,33214,CAN,20.0,,23,1550,,,19.92334,185.0,26577,GRE,8.0,,10.0,3160.0,,,20.596851,193.0,4-6 6-3 7-6(3),,2,1,16,15,1,0,True,174023,0,134.0,5,4,107,74,55,16,16,2,4,7,0,93,66,45,19,15,4,6
75,173151,4152,290,2018-10-15,H,True,R16,3,5201,LAT,,Q,145,404,,,30.124573,190.0,33214,CAN,7.0,,30.0,1440.0,,,19.50171,185.0,6-2 6-4,,2,0,12,6,0,0,True,173151,0,78.0,2,8,67,42,34,9,9,2,2,3,5,45,21,17,11,9,0,3
76,165123,3962,283,2016-02-22,H,False,R32,3,4894,NED,,,62,762,,,28.881588,190.0,6236,MEX,,WC,809.0,25.0,,,22.379192,,6-1 6-2,,2,0,12,3,0,0,True,165123,0,59.0,1,0,34,18,15,11,7,0,1,2,1,62,35,15,11,8,7,13
77,173321,4158,283,2018-12-31,H,False,R32,3,11415,AUS,,,72,715,,,24.698153,183.0,6095,AUS,,WC,154.0,352.0,,,25.984941,,6-3 6-0,,2,0,12,3,0,0,True,173321,0,77.0,1,2,42,29,23,7,8,0,1,1,3,64,33,17,12,7,8,13
78,175092,4202,276,2019-07-22,C,False,R32,3,4752,FRA,,,65,860,,,33.092403,185.0,11548,IND,,Q,207.0,244.0,,,21.930185,,6-2 7-6(2),,2,0,12,8,1,0,True,175092,0,89.0,8,2,59,38,29,11,10,2,4,2,4,64,38,21,12,10,6,10
79,169404,4060,299,2017-07-17,C,False,SF,3,5231,UKR,,,89,596,,,28.689938,180.0,5709,RUS,,,88.0,596.0,,,26.398357,185.0,6-3 6-2,,2,0,12,5,0,0,True,169404,0,64.0,8,4,60,44,36,6,9,5,5,5,1,56,37,22,10,8,3,6
80,176591,4240,286,2020-02-17,H,True,R16,3,26577,GRE,2.0,,6,4745,,,21.51677,193.0,44481,SWE,,,75.0,749.0,,,21.44011,183.0,6-1 6-3,,2,0,12,4,0,0,True,176591,0,71.0,6,0,42,24,21,12,8,0,0,2,3,54,38,19,7,8,4,8
81,167473,4015,256,2016-10-31,H,False,R64,3,5438,USA,,,33,1295,,,26.85284,188.0,5539,ARG,,,57.0,828.0,,,26.45859,185.0,6-4 7-5,,2,0,13,9,0,0,True,167473,0,80.0,8,1,55,33,30,15,11,2,2,6,1,59,37,27,13,11,2,4
82,176436,4235,298,2020-02-03,H,False,SF,3,6196,CZE,,,107,520,,,26.568104,198.0,5564,LTU,2.0,,73.0,751.0,,,29.620808,175.0,6-7(8) 7-6(3) 7-6(7),,2,1,18,18,2,1,True,176436,0,182.0,28,7,112,73,63,17,18,1,4,3,8,126,82,57,24,18,4,7
83,162714,3904,29,2015-04-20,C,False,R32,3,3852,ESP,5.0,,12,2380,,,33.57974,188.0,4942,TUR,,,84.0,611.0,,,27.857632,190.0,6-2 5-7 7-6(5),,2,1,17,15,1,0,True,162714,0,111.0,10,3,89,60,45,16,16,1,4,14,2,91,55,40,18,16,3,7
84,172654,4141,275,2018-08-20,H,False,R32,3,6134,ESP,,,89,640,,,25.409992,183.0,5070,ESP,13.0,,51.0,985.0,,,30.590008,188.0,6-1 6-3,,2,0,12,4,0,0,True,172654,0,75.0,1,2,46,26,22,11,8,4,5,0,3,42,22,12,6,8,1,6
85,169986,4073,276,2017-09-18,H,True,R32,3,20265,GER,,LL,186,297,,,27.890486,185.0,6030,ARG,,,91.0,567.0,,,25.089664,,6-4 3-6 6-3,,2,1,15,13,0,0,True,169986,0,125.0,6,1,86,56,42,11,14,6,10,0,2,104,64,36,20,14,13,18
86,167282,4009,259,2016-10-10,H,False,R64,3,26006,USA,,Q,71,739,,,18.951403,193.0,3565,FRA,,,53.0,849.0,,,36.399727,185.0,7-6(2) 2-6 6-3,,2,1,14,15,1,0,True,167282,0,113.0,14,6,97,55,41,22,14,9,11,2,6,98,64,47,16,15,6,8
87,168233,4036,293,2017-02-27,H,False,R16,3,4913,GBR,1.0,,1,11540,,,29.790554,190.0,4198,ESP,,,97.0,595.0,,,33.735798,188.0,6-2 6-0,,2,0,12,2,0,0,True,168233,0,72.0,5,0,37,22,19,10,7,1,1,1,6,60,35,17,10,7,4,9
88,170009,4074,271,2017-09-18,H,True,R32,3,5303,POR,,,57,870,,,28.470911,185.0,5528,RUS,,WC,88.0,595.0,,,27.362082,185.0,7-6(2) 6-3,,2,0,12,9,1,0,True,170009,0,98.0,5,2,72,46,34,14,10,5,7,5,4,84,46,28,19,11,4,8
