,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
40,168226,4036,286,2017-02-27,H,False,R16,3,5986,BIH,,,77,674,,,24.774813,172.0,4716,ESP,,,36.0,1068.0,,,30.880219,190.0,6-3 6-4,,2,0,12,7,0,0,True,168226,0,75.0,0,4,62,37,24,11,10,6,9,1,2,50,35,20,7,9,3,8
41,168165,4034,287,2017-02-20,C,False,R16,3,6029,ARG,,,51,865,,,24.514715,170.0,5630,ARG,,,52.0,860.0,,,26.379192,190.0,6-4 7-6(1),,2,0,12,10,1,0,True,168165,0,109.0,2,3,74,46,33,17,11,9,11,2,4,83,54,30,15,11,5,8
42,168605,4042,270,2017-04-17,C,False,R32,3,4920,SRB,2.0,,2,7905,,,29.905544,188.0,4467,FRA,,,32.0,1255.0,,,32.3039,183.0,6-3 3-6 7-5,,2,1,16,14,0,0,True,168605,0,,2,1,83,51,32,19,15,1,6,0,1,93,52,31,20,15,10,16
43,174211,4180,247,2019-04-15,C,False,R64,3,44824,CAN,,WC,33,1245,,,18.683094,193.0,6214,ARG,,Q,79.0,697.0,,,25.664614,,7-5 7-6(5),,2,0,13,11,1,0,True,174211,0,118.0,5,5,73,43,38,14,12,2,4,1,4,92,45,31,22,12,6,9
44,168047,4030,293,2017-02-13,H,True,R16,3,5918,GEO,,,67,714,,,24.974674,185.0,3333,CRO,1.0,,20.0,1875.0,,,37.9603,208.0,7-6(2) 6-3,,2,0,12,9,1,0,True,168047,0,69.0,4,4,58,37,37,12,11,1,1,9,5,58,34,25,15,10,1,2
45,164499,3944,7,2015-10-26,H,False,R32,3,5131,ESP,7.0,,24,1465,,,27.531828,183.0,4596,ESP,,WC,73.0,694.0,,,30.179329,183.0,7-6(1) 4-6 6-4,,2,1,16,16,1,0,True,164499,0,,9,1,97,62,45,18,16,3,7,7,10,105,57,43,20,16,5,9
46,170524,4090,297,2018-01-08,H,False,QF,3,4894,NED,,,43,1130,,,30.759754,190.0,5367,GER,,,65.0,782.0,,,28.4846,185.0,6-4 6-4,,2,0,12,8,0,0,True,170524,0,84.0,4,3,80,38,24,23,10,8,10,7,5,65,34,25,13,10,2,6
47,171301,4109,274,2018-03-19,H,False,R32,3,4868,FRA,,,90,640,,,31.09651,188.0,5763,BUL,3.0,,4.0,4600.0,,,26.841888,188.0,6-4 6-4,,2,0,12,8,0,0,True,171301,0,84.0,5,5,57,32,28,14,10,1,1,3,1,69,47,29,14,10,5,7
48,169784,4071,282,2017-08-21,H,False,R32,3,3893,ITA,7.0,,40,1100,,,35.68241,183.0,6315,BRA,,,114.0,491.0,,,23.225187,183.0,2-6 6-4 6-4,,2,1,14,14,0,0,True,169784,0,144.0,8,5,94,52,37,20,14,7,10,4,4,83,42,29,25,14,4,7
49,168002,4029,272,2017-02-13,C,False,R32,3,5805,ARG,,Q,142,418,,,25.527721,,5938,ARG,,,92.0,605.0,,,24.91718,,2-6 6-4 6-4,,2,1,14,14,0,0,True,168002,0,144.0,1,6,94,57,37,18,14,7,12,2,5,111,75,45,16,14,10,15
