0.50019,0.48376,0.46715,0.45043,0.43542,0.42354,0.40533,0.39003,0.37709,0.35921,0.34179,0.33209,0.31574,0.30442,0.28743,0.27214,0.25766,0.2459,0.23083,0.21815,0.20633,0.1951,0.18214,0.17238,0.16001,0.14796,0.14018,0.12571,0.11485,0.10631,0.09775,0.08915,0.0818,0.0733,0.06525,0.05877,0.05215,0.04475,0.0388,0.03423,0.029,0.02392,0.02106,0.01615,0.01323
0.51546,0.50153,0.48358,0.46728,0.45006,0.43663,0.42156,0.40561,0.39017,0.37422,0.3599,0.34376,0.33258,0.31399,0.29824,0.28586,0.27185,0.26063,0.24318,0.23169,0.21781,0.20332,0.19257,0.1798,0.16898,0.15725,0.14564,0.13538,0.12608,0.1152,0.10598,0.09474,0.08642,0.07853,0.07051,0.06257,0.05467,0.04911,0.04346,0.03758,0.03228,0.02711,0.02247,0.01889,0.01381
0.53368,0.515,0.4996,0.48524,0.46721,0.45459,0.43433,0.41778,0.40555,0.38964,0.37656,0.36022,0.34671,0.32883,0.31361,0.30115,0.28428,0.27038,0.25714,0.2418,0.22833,0.21766,0.20275,0.19052,0.17762,0.16518,0.15597,0.14298,0.12998,0.12193,0.1121,0.10322,0.09229,0.0847,0.07739,0.06823,0.0599,0.05452,0.04742,0.0403,0.0341,0.02873,0.02419,0.0194,0.01581
0.54693,0.5339,0.51832,0.49918,0.48432,0.4673,0.45236,0.439,0.42057,0.40464,0.39093,0.37238,0.35686,0.34316,0.3281,0.31112,0.29837,0.28274,0.27146,0.2555,0.24039,0.22842,0.21517,0.20039,0.18662,0.17728,0.16473,0.15469,0.14105,0.13123,0.11995,0.10941,0.09868,0.0907,0.08361,0.07399,0.0651,0.05713,0.04985,0.04352,0.03733,0.03275,0.02613,0.02102,0.01769
0.562,0.54799,0.53205,0.51313,0.49983,0.48498,0.47003,0.45205,0.43696,0.42039,0.40491,0.38921,0.37441,0.35872,0.34279,0.3262,0.31411,0.29728,0.28314,0.27033,0.25434,0.2409,0.22715,0.21284,0.19764,0.18778,0.1758,0.16366,0.1501,0.13925,0.131,0.11869,0.10748,0.09767,0.08868,0.07897,0.071,0.06308,0.05414,0.0476,0.04095,0.0353,0.0292,0.02387,0.01867
0.57887,0.56165,0.54569,0.53051,0.51762,0.49885,0.48487,0.46785,0.44894,0.43676,0.4219,0.4018,0.38843,0.37624,0.35874,0.34238,0.3227,0.30892,0.29566,0.28243,0.26525,0.25315,0.2408,0.22443,0.21049,0.19878,0.18544,0.17421,0.16113,0.14904,0.13787,0.1251,0.11599,0.10267,0.09571,0.08635,0.07541,0.06724,0.05862,0.05182,0.04396,0.0376,0.03195,0.02578,0.02131
0.59256,0.58043,0.56095,0.54787,0.53199,0.51508,0.49858,0.48535,0.46778,0.45364,0.4355,0.42049,0.40343,0.38954,0.37253,0.35626,0.34211,0.32642,0.31259,0.29773,0.28108,0.26692,0.25216,0.23539,0.22437,0.20806,0.19682,0.18143,0.17028,0.15669,0.14656,0.13419,0.12105,0.11063,0.10151,0.09081,0.08181,0.07295,0.06295,0.05618,0.04893,0.04113,0.03518,0.0274,0.02339
0.60707,0.59362,0.57783,0.56584,0.54705,0.53002,0.5166,0.49897,0.48489,0.46554,0.45167,0.43688,0.41871,0.40287,0.3873,0.37159,0.35555,0.34111,0.3247,0.31132,0.29378,0.2808,0.26278,0.25122,0.23427,0.22173,0.20783,0.19548,0.17976,0.1671,0.15333,0.1425,0.12963,0.1189,0.10782,0.09823,0.08732,0.07909,0.06901,0.06025,0.05226,0.04481,0.03843,0.03091,0.02557
0.6233,0.60885,0.59109,0.57884,0.56385,0.54481,0.53093,0.5149,0.49776,0.48361,0.46819,0.45206,0.43539,0.41873,0.40293,0.38938,0.37167,0.35238,0.33817,0.32872,0.30837,0.29449,0.27736,0.26197,0.24618,0.23346,0.21812,0.20611,0.19164,0.17801,0.16543,0.15249,0.13953,0.12769,0.11749,0.10629,0.09366,0.08329,0.0745,0.06634,0.05646,0.04942,0.04094,0.03416,0.02642
0.63929,0.62496,0.61358,0.59686,0.58083,0.56451,0.54752,0.53015,0.51622,0.49793,0.48224,0.46612,0.45214,0.43489,0.41912,0.40355,0.38736,0.37096,0.35612,0.33922,0.32531,0.30429,0.29086,0.27719,0.26064,0.24653,0.22927,0.21669,0.20318,0.18913,0.17638,0.16205,0.14749,0.13691,0.12454,0.11293,0.10137,0.09071,0.08035,0.0713,0.06112,0.05147,0.04451,0.03806,0.03036
0.65374,0.64142,0.6235,0.61007,0.59289,0.58093,0.56346,0.54852,0.53094,0.51884,0.50009,0.48105,0.46603,0.4525,0.43328,0.42089,0.40295,0.38449,0.37054,0.35027,0.33668,0.32035,0.3066,0.28936,0.27306,0.25892,0.24246,0.2279,0.21483,0.19903,0.18703,0.17104,0.15735,0.14527,0.13187,0.12067,0.10959,0.09829,0.08664,0.07611,0.06685,0.05658,0.04861,0.0404,0.03257
0.66896,0.65757,0.63921,0.62575,0.61275,0.59654,0.57928,0.56357,0.5461,0.53225,0.51395,0.50295,0.48588,0.46501,0.45387,0.43433,0.41697,0.39843,0.38497,0.37062,0.35224,0.33496,0.32133,0.30326,0.28952,0.2735,0.25621,0.24098,0.22642,0.21158,0.19571,0.18299,0.16879,0.15496,0.14166,0.12812,0.11557,0.10471,0.0936,0.08353,0.07168,0.06277,0.0516,0.04431,0.03592
0.68119,0.66952,0.65691,0.6421,0.62516,0.60891,0.59761,0.58239,0.56589,0.54661,0.53046,0.51589,0.49946,0.48254,0.46785,0.45042,0.43464,0.41643,0.39956,0.38378,0.36591,0.3507,0.3372,0.3195,0.30285,0.28544,0.26868,0.25569,0.23824,0.22242,0.20717,0.19437,0.17865,0.16135,0.15105,0.13888,0.12617,0.11037,0.09948,0.08722,0.07612,0.06713,0.05715,0.04654,0.0383
