0.69942,0.68236,0.6715,0.65425,0.64177,0.62615,0.61194,0.60009,0.57941,0.56299,0.54597,0.53209,0.51559,0.49823,0.48583,0.46843,0.44909,0.43148,0.4173,0.40034,0.38327,0.36668,0.34963,0.33359,0.31566,0.29711,0.28364,0.26817,0.25135,0.2368,0.21904,0.20358,0.18963,0.17573,0.16181,0.14561,0.13131,0.11953,0.10825,0.09498,0.08274,0.072,0.06182,0.05216,0.04182
0.71525,0.69952,0.68605,0.67334,0.65828,0.64307,0.62707,0.61346,0.59888,0.58087,0.56501,0.55187,0.53189,0.51647,0.50185,0.48364,0.46702,0.44797,0.43485,0.41652,0.39932,0.38627,0.36309,0.3471,0.33271,0.31461,0.29703,0.2798,0.26519,0.24614,0.23324,0.21584,0.19861,0.18717,0.17155,0.15629,0.14277,0.13004,0.11458,0.10225,0.089,0.07733,0.06654,0.05659,0.04547
0.72993,0.7135,0.7,0.68747,0.67476,0.66088,0.64515,0.62768,0.61068,0.59881,0.58112,0.56519,0.54872,0.53131,0.51833,0.49877,0.48262,0.46659,0.44913,0.43002,0.41595,0.39836,0.38349,0.36752,0.34632,0.32984,0.31267,0.29573,0.27881,0.26156,0.24528,0.23111,0.21343,0.1942,0.18154,0.16504,0.15362,0.13516,0.12339,0.1087,0.09754,0.08403,0.07199,0.06024,0.04937
0.74018,0.72844,0.71585,0.70163,0.68884,0.6732,0.66164,0.64659,0.62806,0.61007,0.59815,0.58247,0.56533,0.54951,0.52876,0.51531,0.49757,0.48293,0.46449,0.45024,0.43165,0.41491,0.39622,0.37908,0.36029,0.34528,0.32743,0.30911,0.29372,0.27466,0.25623,0.24188,0.22653,0.20923,0.19252,0.17823,0.16305,0.14636,0.13266,0.11653,0.10497,0.08937,0.07696,0.06697,0.05456
0.75491,0.74321,0.73019,0.7162,0.70158,0.68602,0.67577,0.65722,0.6471,0.63041,0.6177,0.59959,0.5833,0.56713,0.54964,0.53097,0.51892,0.49814,0.48314,0.46573,0.44833,0.43468,0.41529,0.39633,0.37843,0.36011,0.34286,0.32567,0.30858,0.28933,0.27177,0.25449,0.23964,0.22023,0.20406,0.18768,0.17465,0.1559,0.13988,0.12548,0.1118,0.09693,0.08515,0.07203,0.05774
0.76707,0.75576,0.74606,0.73009,0.71815,0.70278,0.68895,0.67758,0.65975,0.64658,0.63161,0.61558,0.60212,0.58573,0.56559,0.55181,0.53259,0.51601,0.50137,0.48147,0.4635,0.44875,0.43138,0.40886,0.39547,0.37842,0.35948,0.3399,0.32247,0.30591,0.28785,0.26835,0.25427,0.23282,0.21675,0.20099,0.18297,0.1678,0.15046,0.1328,0.11872,0.1033,0.09041,0.07669,0.06393
0.7814,0.76975,0.75568,0.74357,0.72933,0.7174,0.70124,0.69132,0.67767,0.66161,0.64778,0.62894,0.61894,0.59777,0.58207,0.56855,0.55392,0.53305,0.51463,0.50006,0.48108,0.46489,0.44733,0.42972,0.41312,0.39349,0.37349,0.35401,0.33711,0.31731,0.29958,0.28078,0.26409,0.24723,0.22899,0.21075,0.19442,0.17634,0.16325,0.14356,0.12817,0.11254,0.09675,0.08402,0.06871
0.79611,0.78208,0.77212,0.75845,0.74652,0.73168,0.7208,0.70351,0.69164,0.6775,0.66316,0.653,0.63511,0.61803,0.59917,0.58586,0.56779,0.5531,0.53688,0.51973,0.50228,0.48372,0.46495,0.44602,0.42672,0.41225,0.39189,0.37246,0.35058,0.3326,0.3171,0.29998,0.28024,0.26167,0.24249,0.22488,0.20588,0.18925,0.17166,0.15198,0.13863,0.1207,0.10513,0.08847,0.07555
0.80347,0.79697,0.7825,0.77169,0.75988,0.74722,0.73566,0.72122,0.7066,0.69178,0.6795,0.66513,0.65139,0.63601,0.61489,0.60564,0.58518,0.57268,0.55236,0.53714,0.51745,0.4999,0.48199,0.46359,0.44628,0.42647,0.40608,0.39007,0.36884,0.35172,0.33324,0.31093,0.2958,0.27476,0.25788,0.23745,0.22167,0.19991,0.18356,0.16439,0.14532,0.13173,0.11253,0.0951,0.08111
0.81877,0.80943,0.79638,0.78612,0.77279,0.76085,0.74856,0.73465,0.72451,0.71043,0.69427,0.67969,0.66629,0.64898,0.63505,0.61729,0.6051,0.58807,0.57099,0.55122,0.53511,0.51718,0.50044,0.48119,0.46441,0.44426,0.42747,0.40507,0.38716,0.36861,0.34797,0.32851,0.30811,0.29086,0.2706,0.25226,0.23095,0.20963,0.19395,0.1768,0.15551,0.13902,0.1223,0.10397,0.08653
0.83012,0.81763,0.80944,0.79953,0.78591,0.77554,0.76134,0.7497,0.735,0.72446,0.71224,0.69632,0.68183,0.66939,0.65396,0.63551,0.62221,0.60181,0.58841,0.57289,0.55132,0.53493,0.52022,0.49603,0.48156,0.46081,0.4438,0.4247,0.40602,0.38509,0.36469,0.3477,0.3275,0.30678,0.28633,0.26647,0.24617,0.22654,0.20749,0.18705,0.16749,0.14973,0.13227,0.11143,0.09455
0.84167,0.83054,0.82084,0.81161,0.80169,0.7893,0.77704,0.76321,0.75176,0.73886,0.72505,0.71263,0.69945,0.68272,0.67016,0.65383,0.63519,0.62124,0.60445,0.5888,0.56986,0.55441,0.53728,0.51545,0.50112,0.48318,0.4607,0.44089,0.42413,0.40376,0.38468,0.36289,0.34404,0.32047,0.30094,0.2833,0.26277,0.24115,0.2191,0.20067,0.17986,0.15841,0.13904,0.12076,0.10072
0.85312,0.84267,0.83299,0.82292,0.81554,0.80041,0.79073,0.78263,0.76866,0.75688,0.74037,0.72862,0.71454,0.70016,0.68628,0.67182,0.65528,0.64063,0.62492,0.60823,0.5907,0.57222,0.55577,0.53535,0.52144,0.49882,0.48106,0.4591,0.44196,0.42049,0.40015,0.38229,0.35977,0.33932,0.31937,0.29586,0.27501,0.25781,0.23419,0.21409,0.18962,0.17144,0.15028,0.1289,0.1098
0.86425,0.85414,0.84616,0.83614,0.82694,0.81367,0.80471,0.79443,0.77928,0.76736,0.75748,0.74286,0.73073,0.71669,0.7036,0.6856,0.6727,0.65865,0.64007,0.62684,0.60773,0.59179,0.57497,0.55573,0.53579,0.51771,0.50022,0.48298,0.46197,0.44058,0.4186,0.39995,0.37684,0.35796,0.33623,0.31443,0.29205,0.26977,0.24825,0.22784,0.20604,0.18375,0.16062,0.13931,0.11961
0.87403,0.86505,0.8531,0.84636,0.83776,0.82814,0.81632,0.8066,0.79361,0.78125,0.77165,0.75889,0.74706,0.73418,0.72043,0.70756,0.6905,0.67164,0.65959,0.64449,0.62503,0.61132,0.58999,0.57648,0.55567,0.53923,0.52277,0.50221,0.479,0.46116,0.43665,0.41998,0.39793,0.37632,0.35514,0.33293,0.3104,0.28679,0.26226,0.23998,0.2198,0.19621,0.17311,0.14954,0.12843
0.88336,0.87502,0.86494,0.85751,0.8482,0.83647,0.82979,0.81881,0.80948,0.79766,0.78411,0.77313,0.76307,0.74683,0.73233,0.72135,0.70545,0.69555,0.6772,0.66121,0.64772,0.62861,0.61233,0.59673,0.57719,0.55769,0.54101,0.52045,0.50206,0.48221,0.45647,0.43822,0.41654,0.39341,0.37387,0.34911,0.3269,0.30282,0.28079,0.25537,0.23409,0.20971,0.18581,0.16062,0.13728
0.89404,0.88602,0.87839,0.86814,0.86039,0.84797,0.84242,0.83429,0.82219,0.81053,0.80068,0.78952,0.77661,0.76415,0.7543,0.73831,0.72418,0.71108,0.69445,0.68209,0.66546,0.64766,0.63257,0.61698,0.59589,0.57888,0.55926,0.53997,0.52094,0.49852,0.47747,0.45742,0.43771,0.41583,0.39183,0.36838,0.34588,0.32202,0.2983,0.27517,0.24968,0.22421,0.19951,0.17375,0.15007
0.9018,0.89395,0.88645,0.87933,0.87241,0.86287,0.85522,0.84284,0.83772,0.82565,0.81624,0.80304,0.79147,0.77899,0.76655,0.75682,0.73915,0.7274,0.71381,0.69951,0.68499,0.66632,0.65137,0.6331,0.61567,0.59793,0.58136,0.56264,0.54132,0.51905,0.499,0.47833,0.45466,0.435,0.41475,0.38706,0.36186,0.33916,0.31859,0.29065,0.26647,0.23962,0.21311,0.18663,0.15963
0.9113,0.90227,0.89722,0.88928,0.88229,0.87472,0.86612,0.85575,0.84761,0.83859,0.82886,0.81868,0.80741,0.79711,0.78404,0.77075,0.75905,0.74411,0.73257,0.71639,0.70031,0.68735,0.66807,0.65444,0.63795,0.61919,0.60111,0.58063,0.56285,0.54297,0.5181,0.50427,0.47964,0.45638,0.43193,0.40822,0.38402,0.36065,0.33617,0.30995,0.28416,0.25641,0.22856,0.20038,0.17527
0.91929,0.91251,0.90668,0.89967,0.89347,0.88402,0.87758,0.86727,0.85956,0.85116,0.84397,0.83333,0.82104,0.80968,0.79961,0.78587,0.77676,0.75955,0.74859,0.73694,0.71855,0.70557,0.6898,0.67555,0.65802,0.63828,0.62083,0.60236,0.58687,0.56551,0.54265,0.52176,0.49929,0.47477,0.45605,0.43062,0.40672,0.37714,0.35573,0.32948,0.30162,0.27427,0.24504,0.21639,0.18709
0.92714,0.92146,0.91568,0.90897,0.90102,0.89593,0.88682,0.88053,0.87213,0.86286,0.85562,0.84385,0.83734,0.82379,0.81658,0.80426,0.7903,0.77959,0.76608,0.75212,0.74064,0.72507,0.71153,0.69313,0.67824,0.65882,0.64316,0.6244,0.60341,0.58462,0.56248,0.54523,0.52245,0.50035,0.47708,0.45262,0.42849,0.40259,0.37705,0.34777,0.32084,0.29123,0.26309,0.23044,0.19869
0.93455,0.92999,0.92258,0.91736,0.91156,0.90469,0.89704,0.88995,0.88387,0.875,0.86809,0.85953,0.85039,0.8387,0.83088,0.81846,0.80732,0.79548,0.78413,0.77005,0.75591,0.74367,0.73082,0.7136,0.69402,0.68331,0.66404,0.64789,0.62582,0.60531,0.58823,0.56686,0.54575,0.52445,0.50005,0.47471,0.44978,0.42573,0.39877,0.36764,0.34241,0.3138,0.27962,0.24735,0.21792
0.94242,0.93672,0.93194,0.92577,0.92132,0.91437,0.9077,0.90175,0.89488,0.88635,0.87993,0.87027,0.86233,0.85393,0.84269,0.83248,0.82374,0.81169,0.80091,0.79029,0.77377,0.7631,0.7466,0.73263,0.71886,0.70282,0.6859,0.66551,0.65105,0.6299,0.61227,0.58901,0.57043,0.54645,0.52703,0.49809,0.47161,0.44859,0.42161,0.39354,0.36469,0.33365,0.30073,0.26906,0.2362
0.94781,0.94401,0.93977,0.93573,0.92924,0.92442,0.9187,0.91238,0.90524,0.89976,0.89099,0.88371,0.87554,0.86769,0.85731,0.84935,0.83887,0.82746,0.81603,0.80666,0.79358,0.78228,0.76848,0.75291,0.73849,0.72552,0.70667,0.68932,0.67112,0.65401,0.63273,0.61564,0.5949,0.57243,0.54691,0.5241,0.49715,0.47694,0.44814,0.41707,0.38658,0.35851,0.32581,0.29053,0.25326
0.95513,0.95001,0.94581,0.94208,0.93709,0.93268,0.92702,0.92212,0.91577,0.90952,0.90303,0.89425,0.88878,0.88182,0.87128,0.8603,0.85505,0.84402,0.83523,0.82099,0.80978,0.80029,0.78779,0.77311,0.75835,0.74525,0.72729,0.71307,0.69339,0.68037,0.66254,0.64085,0.61894,0.59775,0.57494,0.55266,0.52408,0.50113,0.47401,0.44419,0.41507,0.38356,0.3487,0.3129,0.2746
0.96035,0.95688,0.95341,0.94935,0.94542,0.94048,0.93548,0.93119,0.92455,0.91878,0.91383,0.90563,0.90002,0.89116,0.88485,0.87702,0.86772,0.85765,0.84971,0.83857,0.82922,0.81948,0.8049,0.797,0.78073,0.7642,0.75225,0.73622,0.71866,0.70448,0.68287,0.66706,0.64449,0.62235,0.60081,0.57837,0.55286,0.52639,0.50079,0.47031,0.44053,0.40703,0.3754,0.33916,0.29756
0.96577,0.96237,0.95981,0.95548,0.95263,0.94804,0.94475,0.93991,0.93383,0.92868,0.92446,0.91668,0.91126,0.9063,0.89866,0.89004,0.88417,0.87449,0.86556,0.85715,0.84803,0.83734,0.82385,0.81425,0.80009,0.78685,0.77412,0.75853,0.74272,0.72566,0.70815,0.68925,0.67243,0.6513,0.62897,0.60721,0.58181,0.55641,0.52783,0.49986,0.46893,0.43734,0.40202,0.36391,0.32123
0.97153,0.96793,0.96503,0.96141,0.95935,0.95646,0.95165,0.94732,0.94247,0.93855,0.93475,0.92889,0.92162,0.91776,0.91065,0.90361,0.89771,0.89006,0.88141,0.86957,0.86277,0.8522,0.84372,0.83192,0.8224,0.8088,0.79487,0.78149,0.76586,0.75147,0.73454,0.7166,0.69778,0.67836,0.65777,0.63624,0.61183,0.5854,0.56004,0.53173,0.50091,0.4667,0.43423,0.39047,0.3498
0.97505,0.97231,0.97034,0.96686,0.96394,0.96062,0.95854,0.95576,0.95198,0.94881,0.94234,0.93688,0.93373,0.92739,0.92146,0.91814,0.91004,0.90373,0.89543,0.88872,0.87767,0.86913,0.86137,0.85151,0.83937,0.82739,0.81594,0.80449,0.78901,0.77677,0.76093,0.74586,0.72693,0.70531,0.6885,0.66645,0.64337,0.61692,0.59332,0.56457,0.53326,0.50148,0.46423,0.42629,0.38112
0.97987,0.97776,0.97552,0.97257,0.97145,0.96825,0.96487,0.96172,0.95826,0.95527,0.95251,0.94767,0.9422,0.93861,0.9331,0.92721,0.9232,0.91628,0.91004,0.90248,0.89709,0.88884,0.87687,0.86994,0.85886,0.85001,0.83946,0.82588,0.81158,0.80304,0.78683,0.77027,0.75404,0.735,0.71735,0.69794,0.67666,0.6517,0.62709,0.60048,0.56763,0.53637,0.49899,0.46184,0.41661
0.98392,0.98192,0.98039,0.97829,0.97654,0.97392,0.97126,0.96928,0.96628,0.96302,0.95921,0.95679,0.95248,0.94963,0.94351,0.9396,0.93537,0.92888,0.92264,0.9175,0.91189,0.90421,0.89629,0.88719,0.87928,0.86924,0.86137,0.84999,0.83899,0.8257,0.81361,0.8009,0.78245,0.76695,0.74864,0.73051,0.70997,0.68763,0.66395,0.63485,0.60835,0.57294,0.53919,0.50053,0.45593
0.98672,0.98587,0.98387,0.98224,0.98099,0.97928,0.97705,0.97465,0.97273,0.96895,0.96771,0.9651,0.96127,0.95816,0.95331,0.95006,0.9455,0.94117,0.93512,0.93147,0.92417,0.91927,0.91249,0.90523,0.89814,0.89107,0.88147,0.87356,0.86354,0.85161,0.83916,0.82658,0.81328,0.79701,0.77969,0.76366,0.74631,0.72579,0.69975,0.67884,0.64734,0.61826,0.582,0.54528,0.4986
