1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
169150,4055,284,19/06/2017,G,FALSE,R32,3,4994,GER,,,29,1371,,,29.826147,190,5034,SVK,,Q,103,511,,,29.626284,185,6-4 6-4,,2,0,12,8,0,0,TRUE,169150,0,75,7,1,59,41,32,11,10,2,2,2,2,64,46,29,11,10,4,6,3.03,1.37,1.93,3.74,6,5.38,2.62,1.44
169143,4055,277,19/06/2017,G,FALSE,R32,3,5131,ESP,7,,19,2110,,,29.180014,183,4122,ARG,,,79,668,,,34.37372,183,6-0 4-6 6-2,,2,1,16,8,0,0,TRUE,169143,0,93,4,0,62,47,35,9,12,1,3,1,7,82,45,28,12,12,6,12,1.08,7.9,12.5,13.25,4.5,1.29,4.5,1.16
169137,4055,271,19/06/2017,G,FALSE,R32,3,4894,NED,,,42,983,,,30.20397,190,3970,ESP,,,37,1005,,,35.214237,175,3-6 7-5 6-3,,2,1,16,14,0,0,TRUE,169137,0,119,3,5,86,48,38,19,15,2,5,0,1,96,63,41,16,15,5,9,1.72,2.09,3.42,4.37,3.96,2.76,2.37,1.63
169146,4055,280,19/06/2017,G,FALSE,R32,3,11547,RUS,,,38,1005,,,21.078712,198,4467,FRA,,,35,1095,,,32.476387,183,6-2 6-7(2) 6-3,,2,1,18,11,0,1,TRUE,169146,0,128,5,6,108,60,39,32,15,3,4,1,3,85,57,40,13,14,3,7,2.04,1.76,2.79,3.99,4.37,3.37,2.37,1.61
169138,4055,272,19/06/2017,G,FALSE,R32,3,6057,AUS,,,61,785,,,24.659822,193,3163,GER,,WC,252,205,,,39.2115,188,6-4 6-4,,2,0,12,8,0,0,TRUE,169138,0,67,7,2,53,42,34,7,10,0,0,9,0,66,44,27,14,10,3,5,1.89,1.88,3.03,4.25,4.25,3.01,2.25,1.63
169149,4055,283,19/06/2017,G,FALSE,R32,3,4252,GER,,,134,410,,,33.70568,190,5324,FRA,,,44,960,,,28.11499,196,6-0 6-4,,2,0,12,4,0,0,TRUE,169149,0,55,1,1,48,31,22,11,8,0,1,3,6,60,26,15,12,8,6,11,1.9,1.89,2.9,4.02,4.32,3.15,2.37,1.63
169140,4055,274,19/06/2017,G,FALSE,R32,3,644,GER,4,,12,2860,,,20.16427,198,3893,ITA,,,33,1188,,,35.509926,183,6-3 6-2,,2,0,12,5,0,0,TRUE,169140,0,59,7,1,51,33,29,9,9,3,3,1,3,47,28,18,8,8,1,4,10.7,1.04,1.21,5.36,19.4,16.6,5.5,1.29
169151,4055,285,19/06/2017,G,FALSE,R32,3,3819,SUI,1,,5,4765,,,35.863106,185,5209,JPN,,LL,66,723,,,28.750172,173,6-3 6-1,,2,0,12,4,0,0,TRUE,169151,0,52,8,0,42,29,26,5,8,0,1,0,0,52,34,19,6,8,8,13,1.05,10.57,16,18.25,5.03,1.25,5,1.21
169145,4055,279,19/06/2017,G,FALSE,R32,3,4022,RUS,,Q,88,595,,,34.984257,183,3333,CRO,,,24,1835,,,38.30527,208,6-3 7-6(6),,2,0,12,9,1,0,TRUE,169145,0,86,3,0,79,56,40,16,11,5,5,13,1,66,50,36,9,10,5,6,1.32,3.33,5.9,6.2,3.72,1.87,2.62,1.55
169153,4055,287,19/06/2017,G,FALSE,R16,3,4752,FRA,,,30,1335,,,31.003422,185,6057,AUS,,,61,785,,,24.659822,193,6-3 6-3,,2,0,12,6,0,0,TRUE,169153,0,58,6,2,48,29,24,9,9,0,1,4,0,51,39,24,4,9,1,5,1.52,2.48,4.14,5.25,3.72,2.32,2.5,1.5
169155,4055,289,19/06/2017,G,FALSE,R16,3,5131,ESP,7,,19,2110,,,29.180014,183,4459,GER,,WC,95,560,,,32.528404,196,6-4 1-6 7-6(6),,2,1,13,16,1,0,TRUE,169155,0,107,1,2,93,59,40,17,15,4,9,18,10,89,52,38,18,14,1,4,1.37,3.05,5.13,5.88,3.74,1.96,2.62,1.44
169154,4055,288,19/06/2017,G,FALSE,R16,3,644,GER,4,,12,2860,,,20.16427,198,4259,GER,,,56,840,,,33.675564,178,6-3 6-4,,2,0,12,7,0,0,TRUE,169154,0,64,10,1,48,39,33,7,10,0,0,2,2,60,31,22,14,9,7,9,3.11,1.35,1.95,3.7,6,5.3,2.62,1.53
169152,4055,286,19/06/2017,G,FALSE,R16,3,4894,NED,,,42,983,,,30.20397,190,6219,AUT,2,,8,3895,,,23.791924,185,6-3 7-6(7),,2,0,12,9,1,0,TRUE,169152,0,94,5,1,77,48,33,19,11,4,5,6,4,70,35,26,19,10,6,8,4.61,1.19,1.55,3.97,8.8,8.2,3.4,1.4
169156,4055,290,19/06/2017,G,FALSE,R16,3,25897,RUS,,WC,106,503,,,19.663244,188,4022,RUS,,Q,88,595,,,34.984257,183,6-0 3-6 6-3,,2,1,15,9,0,0,TRUE,169156,0,88,9,1,60,36,29,16,12,0,1,7,2,80,54,35,12,12,7,11,1.63,2.27,3.71,4.72,3.83,2.52,2.37,1.59
169158,4055,292,19/06/2017,G,FALSE,R16,3,4252,GER,,,134,410,,,33.70568,190,6284,FRA,6,,15,2570,,,23.318275,185,6-7(6) 6-4 6-3,,2,1,18,13,0,1,TRUE,169158,0,107,8,1,87,57,47,19,16,2,3,15,6,97,49,39,24,15,4,7,2.34,1.59,2.43,3.79,4.8,4.03,2.37,1.6
169159,4055,293,19/06/2017,G,FALSE,R16,3,3819,SUI,1,,5,4765,,,35.863106,185,4994,GER,,,29,1371,,,29.826147,190,7-6(4) 6-4,,2,0,12,10,1,0,TRUE,169159,0,90,5,0,66,35,29,21,11,0,0,4,4,81,44,33,18,11,3,4,1.13,5.97,9.7,10.3,4.05,1.46,3.75,1.36
169162,4055,296,19/06/2017,G,FALSE,QF,3,11547,RUS,,,38,1005,,,21.078712,198,25897,RUS,,WC,106,503,,,19.663244,188,7-6(8) 4-6 6-3,,2,1,16,15,1,0,TRUE,169162,0,136,19,2,119,77,55,16,16,6,11,3,4,103,55,41,20,15,3,8,1.48,2.65,4.55,5.39,3.67,2.2,2.5,1.61
169160,4055,294,19/06/2017,G,FALSE,QF,3,4752,FRA,,,30,1335,,,31.003422,185,4894,NED,,,42,983,,,30.20397,190,6-1 3-6 6-1,,2,1,15,8,0,0,TRUE,169160,0,93,5,2,76,55,41,9,12,4,6,7,1,72,41,25,15,11,10,15,1.37,3.09,5.2,6.06,3.68,1.96,2.62,1.55
169163,4055,297,19/06/2017,G,FALSE,QF,3,3819,SUI,1,,5,4765,,,35.863106,185,4252,GER,,,134,410,,,33.70568,190,6-3 6-4,,2,0,12,7,0,0,TRUE,169163,0,66,11,0,56,36,31,11,10,2,2,5,2,71,40,28,16,9,10,12,1.08,7.98,12.4,13.2,4.41,1.33,4,1.3
169161,4055,295,19/06/2017,G,FALSE,QF,3,644,GER,4,,12,2860,,,20.16427,198,5131,ESP,7,,19,2110,,,29.180014,183,6-7(6) 7-6(1) 6-1,,2,1,18,13,1,1,TRUE,169161,0,132,19,1,86,58,51,18,15,0,0,2,1,108,82,51,16,16,4,7,3.62,1.29,1.79,3.8,6.6,6.25,2.75,1.52
169165,4055,299,19/06/2017,G,FALSE,SF,3,3819,SUI,1,,5,4765,,,35.863106,185,11547,RUS,,,38,1005,,,21.078712,198,6-4 7-6(5),,2,0,12,10,1,0,TRUE,169165,0,85,3,2,77,51,36,15,11,4,6,3,1,69,43,30,12,11,2,5,1.08,8.39,12.8,13.2,4.53,1.32,4.5,1.3
171170,4108,238,5/03/2018,H,FALSE,R64,3,5220,CRO,2,,3,4870,,,29.431896,198,5902,HUN,,,65,825,,,26.069815,188,7-5 6-3,,2,0,13,8,0,0,TRUE,171170,0,99,2,1,65,29,21,26,11,2,2,2,4,71,34,23,18,10,8,10,4.1,1.23,1.67,3.92,8.1,7.03,3,1.47
171179,4108,247,5/03/2018,H,FALSE,R64,3,5670,CAN,32,,38,1270,,,27.18686,196,44824,CAN,,Q,169,327,,,17.571526,193,6-4 6-4,,2,0,12,8,0,0,TRUE,171179,0,78,9,3,50,32,26,11,10,3,4,2,4,56,27,17,16,10,2,5,1.32,3.37,5.72,6.8,3.88,1.85,2.75,1.55
171181,4108,249,5/03/2018,H,FALSE,R64,3,4570,CYP,,Q,102,564,,,32.71458,183,6029,ARG,14,,17,2220,,,25.549623,170,7-5 6-4,,2,0,13,9,0,0,TRUE,171181,0,96,3,1,68,38,29,13,11,5,8,2,4,64,27,19,16,11,3,8,1.5,2.58,4.42,5.57,3.84,2.23,2.5,1.58
171185,4108,253,5/03/2018,H,FALSE,R64,3,6044,USA,8,,10,2650,,,25.442848,185,5333,ITA,,,77,688,,,28.774813,,6-2 7-5,,2,0,13,7,0,0,TRUE,171185,0,82,7,1,59,35,28,14,10,1,2,0,4,62,37,26,8,10,4,8,1.28,3.71,6.48,7.58,3.91,1.74,3,1.5
171177,4108,245,5/03/2018,H,FALSE,R64,3,5216,ARG,6,,8,3200,,,29.445585,198,45105,AUS,,WC,141,401,,,19.04449,183,6-2 6-1,,2,0,12,3,0,0,TRUE,171177,0,69,5,0,47,29,21,12,8,2,3,0,3,47,26,11,9,7,4,9,1.15,5.55,8.54,10.1,4.12,1.51,3.5,1.39
171178,4108,246,5/03/2018,H,FALSE,R64,3,5303,POR,,,85,660,,,28.93087,185,644,GER,4,,5,4540,,,20.873375,198,7-5 5-7 6-4,,2,1,18,16,0,0,TRUE,171178,0,143,1,4,100,52,39,26,17,4,7,14,1,100,58,40,24,17,6,10,5,1.17,1.56,4.05,9.32,8.13,3.25,1.4
171216,4108,284,5/03/2018,H,FALSE,R32,3,4868,FRA,,,100,580,,,31.05818,188,5166,FRA,20,,23,1715,,,29.68104,183,7-5 4-6 6-1,,2,1,17,12,0,0,TRUE,171216,0,118,11,5,75,48,42,14,15,0,1,7,10,101,67,45,15,14,8,11,1.57,2.41,4.02,5.14,3.86,2.39,2.5,1.61
171211,4108,279,5/03/2018,H,FALSE,R32,3,5793,ESP,11,,14,2315,,,26.647501,188,6407,RUS,,,57,924,,,22.061602,198,6-1 7-5,,2,0,13,6,0,0,TRUE,171211,0,89,6,3,79,51,36,14,10,11,12,8,6,61,41,29,5,9,4,8,1.87,1.93,3.11,4.32,4.2,2.97,2.3,1.65
171212,4108,280,5/03/2018,H,FALSE,R32,3,6418,CRO,,,49,1026,,,21.303217,188,5131,ESP,13,,16,2255,,,29.889116,183,6-1 6-3,,2,0,12,4,0,0,TRUE,171212,0,82,6,1,54,32,23,10,8,4,6,1,1,47,23,9,8,8,2,8,2.52,1.53,2.32,3.85,5.4,4.13,2.5,1.6
171213,4108,281,5/03/2018,H,FALSE,R32,3,26006,USA,,,74,714,,,20.350445,193,4269,ESP,,,39,1260,,,34.302532,188,4-6 6-2 7-6(1),,2,1,16,14,1,0,TRUE,171213,0,127,4,2,92,64,50,13,15,2,4,7,10,90,52,39,19,15,5,8,1.58,2.37,3.96,5.01,3.85,2.44,2.37,1.63
171210,4108,278,5/03/2018,H,FALSE,R32,3,4728,RSA,7,,9,3080,,,31.7974,203,6030,ARG,,,94,609,,,25.549623,,7-6(1) 7-6(3),,2,0,12,12,2,0,TRUE,171210,0,136,22,3,94,64,49,18,12,3,3,1,1,80,47,36,19,12,2,2,7.74,1.08,1.34,4.72,14.33,11.25,4.33,1.29
171215,4108,283,5/03/2018,H,FALSE,R32,3,11176,KOR,23,,26,1567,,,21.793293,,4606,CZE,12,,15,2275,,,32.462696,196,6-4 6-4,,2,0,12,8,0,0,TRUE,171215,0,82,7,4,60,37,27,13,10,3,4,12,1,57,32,25,11,10,2,5,1.81,2.01,3.27,4.39,4.07,2.9,2.37,1.64
171202,4108,270,5/03/2018,H,FALSE,R32,3,4259,GER,31,,37,1290,,,34.384666,178,5220,CRO,2,,3,4870,,,29.431896,198,6-4 6-4,,2,0,12,8,0,0,TRUE,171202,0,83,2,0,65,37,28,18,10,4,4,5,2,45,23,19,14,10,0,2,4.3,1.22,1.65,3.91,7.77,6.81,3.25,1.47
171204,4108,272,5/03/2018,H,FALSE,R32,3,4914,ARG,,,47,1044,,,30.806297,188,6107,JPN,,Q,109,539,,,25.100616,,6-4 6-1,,2,0,12,5,0,0,TRUE,171204,0,75,7,2,48,29,24,13,9,0,0,0,1,50,28,14,15,8,3,6,1.46,2.75,4.54,5.6,3.84,2.14,2.5,1.6
171205,4108,273,5/03/2018,H,FALSE,R32,3,5216,ARG,6,,8,3200,,,29.445585,198,3970,ESP,29,,33,1325,,,35.92334,175,6-4 7-6(3),,2,0,12,10,1,0,TRUE,171205,0,106,6,2,67,45,39,11,11,1,1,4,1,83,47,34,21,11,15,16,1.17,5.2,8.54,9.9,4.04,1.54,3.5,1.39
171206,4108,274,5/03/2018,H,FALSE,R32,3,5670,CAN,32,,38,1270,,,27.18686,196,5303,POR,,,85,660,,,28.93087,185,7-5 4-6 6-2,,2,1,17,13,0,0,TRUE,171206,0,131,12,10,81,42,39,19,15,1,3,7,7,102,65,48,12,15,7,11,1.34,3.34,5.88,6.78,3.82,1.9,2.75,1.54
171208,4108,276,5/03/2018,H,FALSE,R32,3,5016,USA,18,,21,2095,,,30.40931,198,6012,IND,,Q,110,538,,,25.66735,183,6-7(4) 6-4 6-4,,2,1,18,14,0,1,TRUE,171208,0,142,17,6,91,48,40,21,16,1,3,4,6,121,78,52,19,16,11,15,1.38,3.09,5.17,6.06,3.77,1.98,2.62,1.56
171207,4108,275,5/03/2018,H,FALSE,R32,3,4570,CYP,,Q,102,564,,,32.71458,183,4533,ISR,,LL,97,595,,,32.91718,175,7-6(5) 6-4,,2,0,12,10,1,0,TRUE,171207,0,108,9,5,71,32,22,14,11,4,10,1,7,102,61,33,15,11,6,13,1.44,2.81,4.59,5.83,3.84,2.11,2.5,1.58
171209,4108,277,5/03/2018,H,FALSE,R32,3,3852,ESP,28,,32,1340,,,36.454483,188,6044,USA,8,,10,2650,,,25.442848,185,7-6(6) 4-6 6-4,,2,1,16,16,1,0,TRUE,171209,0,145,15,6,101,61,47,23,16,4,5,13,6,110,68,52,23,16,5,6,1.56,2.46,4.14,5.09,3.81,2.37,2.5,1.64
171224,4108,292,5/03/2018,H,FALSE,R16,3,11176,KOR,23,,26,1567,,,21.793293,,4654,URU,30,,34,1310,,,32.172485,180,6-1 6-3,,2,0,12,4,0,0,TRUE,171224,0,78,3,3,57,33,24,13,8,2,4,3,6,49,29,16,5,8,5,11,1.31,3.48,5.86,6.94,3.83,1.85,2.75,1.5
171223,4108,291,5/03/2018,H,FALSE,R16,3,6418,CRO,,,49,1026,,,21.303217,188,26006,USA,,,74,714,,,20.350445,193,6-2 6-7(6) 6-4,,2,1,18,12,0,1,TRUE,171223,0,131,9,1,81,57,45,15,15,1,3,5,3,93,49,38,19,15,4,9,2.93,1.41,2.12,3.75,5.94,4.63,2.5,1.59
171222,4108,290,5/03/2018,H,FALSE,R16,3,4728,RSA,7,,9,3080,,,31.7974,203,5793,ESP,11,,14,2315,,,26.647501,188,4-6 6-3 7-6(6),,2,1,16,15,1,0,TRUE,171222,0,138,16,2,86,50,43,27,16,2,3,2,1,94,60,44,23,15,5,6,3.22,1.36,2.01,3.7,6.14,5.22,2.62,1.56
171225,4108,293,5/03/2018,H,FALSE,R16,3,3819,SUI,1,,1,10060,,,36.572212,185,4868,FRA,,,100,580,,,31.05818,188,7-5 6-4,,2,0,13,9,0,0,TRUE,171225,0,82,2,0,49,25,25,19,11,0,0,4,4,78,52,37,10,11,3,5,1.03,13.13,21.17,23.6,5.8,1.18,6,1.18
171219,4108,287,5/03/2018,H,FALSE,R16,3,5216,ARG,6,,8,3200,,,29.445585,198,4914,ARG,,,47,1044,,,30.806297,188,3-6 7-6(2) 6-3,,2,1,15,15,1,0,TRUE,171219,0,149,6,3,89,56,43,18,14,5,7,8,2,110,67,48,22,16,7,10,1.13,6.22,9.92,11.3,4.18,1.46,3.75,1.37
171221,4108,289,5/03/2018,H,FALSE,R16,3,5016,USA,18,,21,2095,,,30.40931,198,3852,ESP,28,,32,1340,,,36.454483,188,6-3 6-4,,2,0,12,7,0,0,TRUE,171221,0,66,14,1,53,30,24,14,10,0,1,4,3,61,39,26,8,9,3,6,2.72,1.47,2.21,3.71,5.64,4.51,2.62,1.63
171228,4108,296,5/03/2018,H,FALSE,QF,3,6418,CRO,,,49,1026,,,21.303217,188,4728,RSA,7,,9,3080,,,31.7974,203,2-6 6-4 7-6(3),,2,1,14,16,1,0,TRUE,171228,0,142,4,5,100,61,39,27,15,6,9,16,4,88,56,46,16,15,4,6,2.51,1.54,2.31,3.74,5.31,4.25,2.5,1.63
171322,4109,295,19/03/2018,H,FALSE,QF,3,5216,ARG,5,,6,4155,,,29.483915,198,5670,CAN,20,,25,1630,,,27.225187,196,5-7 7-6(1) 7-6(3),,2,1,17,19,2,0,TRUE,171322,0,172,6,3,109,78,59,16,18,3,6,18,5,106,71,52,19,18,1,3,2.83,1.44,2.19,3.65,5.56,4.65,2.5,1.61
174388,4185,255,6/05/2019,C,FALSE,R64,3,24020,USA,,Q,58,877,,,21.686516,211,5793,ESP,,,42,1030,,,27.816565,188,7-6(5) 6-4,,2,0,12,10,1,0,TRUE,174388,0,85,14,3,64,39,34,16,11,1,1,5,0,67,46,36,12,11,1,2,2.09,1.73,2.74,3.95,4.53,3.31,2.42,1.62
174391,4185,250,6/05/2019,C,FALSE,R64,3,11547,RUS,11,,13,2685,,,22.956879,198,44493,ESP,,WC,55,920,,,22.00137,183,6-4 6-7(5) 6-3,,2,1,18,13,0,1,TRUE,174391,0,180,4,3,117,75,52,19,16,10,14,2,1,131,88,53,20,15,13,19,1.81,2,3.12,4.52,4.26,2.8,2.51,1.57
174382,4185,263,6/05/2019,C,FALSE,R64,3,11485,SRB,,,32,1246,,,23.926079,188,5571,SRB,,,24,1511,,,28.848734,180,6-4 6-4,,2,0,12,8,0,0,TRUE,174382,0,85,4,3,56,32,25,12,10,1,2,2,3,73,47,31,12,10,9,12,1.69,2.18,3.42,4.79,4.05,2.58,2.53,1.57
174398,4185,241,6/05/2019,C,FALSE,R64,3,26010,USA,,,37,1185,,,21.289528,188,5918,GEO,14,,17,1930,,,27.19781,185,6-7(8) 6-3 6-4,,2,1,18,13,0,1,TRUE,174398,0,120,11,0,98,69,53,15,16,0,2,12,10,107,65,47,18,15,2,6,1.78,2.03,3.19,4.64,4.32,2.78,2.67,1.6
174380,4185,265,6/05/2019,C,FALSE,R64,3,5220,CRO,9,,11,2845,,,30.600958,198,5364,SVK,,Q,61,848,,,29.817932,190,6-4 2-6 7-6(0),,2,1,14,16,1,0,TRUE,174380,0,168,8,6,118,68,51,24,15,4,7,8,3,98,71,45,16,15,5,7,1.54,2.48,4.14,5.2,3.9,2.26,2.44,1.52
174399,4185,240,6/05/2019,C,FALSE,R64,3,4259,GER,,,50,940,,,35.55373,178,5055,KAZ,,,40,1050,,,31.359343,183,6-2 7-6(5),,2,0,12,8,1,0,TRUE,174399,0,98,6,0,70,50,37,12,10,6,7,0,1,82,51,33,13,10,3,6,1.35,3.2,5.52,6.62,3.93,1.89,2.86,1.5
174377,4185,268,6/05/2019,C,FALSE,R64,3,26006,USA,,Q,57,900,,,21.519506,193,5763,BUL,,,46,985,,,27.972622,188,7-6(8) 7-6(4),,2,0,12,12,2,0,TRUE,174377,0,107,15,1,80,54,40,14,12,1,3,8,2,87,57,42,13,12,2,4,2.75,1.45,2.15,3.72,5.46,4.63,2.38,1.55
174385,4185,258,6/05/2019,C,FALSE,R64,3,4789,FRA,15,,18,1920,,,32.67625,193,4311,ITA,,,67,775,,,35.203285,190,6-3 6-1,,2,0,12,4,0,0,TRUE,174385,0,55,4,0,39,34,25,5,8,1,2,1,0,52,24,13,11,8,6,11,3.64,1.28,1.73,3.87,7.01,6.38,2.83,1.44
174383,4185,260,6/05/2019,C,FALSE,R64,3,4752,FRA,,,39,1105,,,32.881588,185,45045,ESP,,WC,127,428,,,19.917864,183,7-5 7-6(5),,2,0,13,11,1,0,TRUE,174383,0,117,3,3,77,54,37,13,12,2,4,3,1,101,73,47,14,12,6,9,2.96,1.4,1.99,3.93,6.23,5.01,2.83,1.52
174390,4185,251,6/05/2019,C,FALSE,R64,3,4269,ESP,,,38,1155,,,35.471596,188,5420,MDA,,,44,1016,,,29.481176,175,6-2 3-6 6-1,,2,1,15,9,0,0,TRUE,174390,0,130,6,1,72,52,36,13,12,6,8,0,1,98,62,31,20,12,5,10,2.49,1.54,2.33,3.94,5.27,4.07,2.4,1.56
174393,4185,248,6/05/2019,C,FALSE,R64,3,27834,POL,,Q,52,932,,,22.228611,196,45105,AUS,,,27,1439,,,20.213552,183,6-3 6-4,,2,0,12,7,0,0,TRUE,174393,0,72,5,0,49,30,26,14,10,0,0,3,0,54,36,26,6,9,3,5,3.07,1.37,1.87,3.91,6.13,5.21,2.72,1.48
174384,4185,259,6/05/2019,C,FALSE,R64,3,5902,HUN,,,36,1205,,,27.238878,188,5663,BEL,,,23,1540,,,28.410677,163,6-4 7-5,,2,0,13,9,0,0,TRUE,174384,0,101,2,2,88,57,34,16,11,7,10,1,0,54,29,19,11,11,1,6,1.58,2.35,3.91,5.02,3.96,2.36,2.52,1.56
174397,4185,242,6/05/2019,C,FALSE,R64,3,5539,ARG,,,26,1470,,,28.969198,185,6407,RUS,12,,14,2625,,,23.230663,198,6-2 1-6 6-3,,2,1,13,11,0,0,TRUE,174397,0,104,1,2,83,55,40,13,12,6,8,4,3,70,39,27,15,12,1,4,2.38,1.57,2.34,3.95,5.1,3.89,2.45,1.57
174389,4185,252,6/05/2019,C,FALSE,R64,3,5166,FRA,,LL,56,915,,,30.850103,183,5303,POR,,,75,717,,,30.099932,185,7-5 5-7 6-1,,2,1,18,13,0,0,TRUE,174389,0,140,3,1,97,57,39,21,16,4,9,3,3,91,60,30,15,15,1,8,2.74,1.45,2.15,3.81,5.56,4.63,2.48,1.55
174379,4185,266,6/05/2019,C,FALSE,R64,3,6029,ARG,,,25,1485,,,26.718685,170,6051,ITA,16,,19,1875,,,26.595482,185,6-0 4-6 6-1,,2,1,16,7,0,0,TRUE,174379,0,75,2,3,57,41,34,9,11,0,1,1,3,65,42,24,10,12,4,10,1.94,1.85,2.91,4.42,4.45,3.05,2.56,1.61
174361,4185,285,6/05/2019,C,FALSE,R32,3,4920,SRB,1,,1,11160,,,31.956194,188,26006,USA,,Q,57,900,,,21.519506,193,6-4 6-2,,2,0,12,6,0,0,TRUE,174361,0,65,7,2,46,34,29,9,9,1,1,4,1,60,38,24,11,9,0,3,1.11,6.58,11.66,11.22,4.23,1.38,3.48,1.3
174386,4185,257,6/05/2019,C,FALSE,R64,3,4921,ITA,10,,12,2840,,,31.950718,178,6364,GBR,,,22,1575,,,24.323067,188,6-4 6-3,,2,0,12,7,0,0,TRUE,174386,0,90,1,3,65,44,30,11,9,7,8,0,1,72,43,26,11,10,12,16,1.81,1.97,3.09,4.47,4.36,2.85,2.59,1.6
174395,4185,244,6/05/2019,C,FALSE,R64,3,6184,BOL,,Q,109,538,,,25.88638,,4467,FRA,,,29,1385,,,34.354553,183,4-6 6-1 7-6(4),,2,1,16,13,1,0,TRUE,174395,0,146,1,2,100,80,50,12,15,7,11,2,3,108,61,39,19,14,10,15,1.59,2.33,3.78,4.97,3.95,2.38,2.48,1.56
174394,4185,247,6/05/2019,C,FALSE,R64,3,3970,ESP,,WC,144,400,,,37.092403,175,5131,ESP,,,21,1680,,,31.05818,183,6-4 4-6 6-4,,2,1,16,14,0,0,TRUE,174394,0,156,2,4,111,62,40,27,15,7,10,6,1,91,54,39,18,15,5,9,2.21,1.66,2.49,4.08,4.81,3.69,2.53,1.58
174387,4185,256,6/05/2019,C,FALSE,R64,3,5349,AUS,,,48,965,,,29.891855,183,5438,USA,,,59,875,,,29.36345,188,7-6(5) 7-6(5),,2,0,12,12,2,0,TRUE,174387,0,123,6,1,73,44,36,15,12,1,3,3,4,100,52,39,24,12,11,13,1.7,2.14,3.44,4.68,4.08,2.61,2.59,1.58
174392,4185,249,6/05/2019,C,FALSE,R64,3,6284,FRA,,,28,1385,,,25.196442,185,6418,CRO,13,,15,2525,,,22.472279,188,6-3 7-5,,2,0,13,8,0,0,TRUE,174392,0,104,6,4,91,52,36,21,11,12,13,7,0,62,38,26,13,10,3,6,1.42,2.83,4.92,5.75,3.76,2.09,2.43,1.56
174365,4185,281,6/05/2019,C,FALSE,R32,3,3819,SUI,4,,3,5590,,,37.741272,185,4752,FRA,,,39,1105,,,32.881588,185,6-2 6-3,,2,0,12,5,0,0,TRUE,174365,0,52,7,1,51,27,21,16,9,0,0,1,2,40,28,19,5,8,0,3,1.1,6.73,11.93,12.86,4.51,1.35,3.95,1.29
174375,4185,271,6/05/2019,C,FALSE,R32,3,26010,USA,,,37,1185,,,21.289528,188,4259,GER,,,50,940,,,35.55373,178,6-4 3-6 6-3,,2,1,15,13,0,0,TRUE,174375,0,111,4,4,81,50,38,15,14,3,6,4,1,79,53,35,14,14,1,5,2.52,1.52,2.3,3.75,5.21,4.33,2.5,1.61
174373,4185,273,6/05/2019,C,FALSE,R32,3,5442,JPN,6,,7,3780,,,29.34976,178,6184,BOL,,Q,109,538,,,25.88638,,7-5 7-5,,2,0,14,10,0,0,TRUE,174373,0,121,5,1,78,44,34,13,12,5,8,3,0,103,81,46,8,12,19,24,1.14,5.63,9.86,10.21,4.23,1.44,3.66,1.33
174362,4185,284,6/05/2019,C,FALSE,R32,3,4868,FRA,,,47,970,,,32.22724,188,6029,ARG,,,25,1485,,,26.718685,170,6-1 6-2,,2,0,12,3,0,0,TRUE,174362,0,59,3,2,52,37,31,6,8,3,3,0,1,39,25,13,6,7,3,7,3.09,1.37,1.89,3.8,6.09,5.25,2.67,1.5
174364,4185,282,6/05/2019,C,FALSE,R32,3,11485,SRB,,,32,1246,,,23.926079,188,5216,ARG,7,,8,3225,,,30.614647,198,6-3 2-6 7-5,,2,1,15,14,0,0,TRUE,174364,0,142,8,2,109,70,52,20,15,9,11,11,2,76,51,42,11,14,3,5,2.06,1.76,2.74,4.17,4.68,3.28,2.55,1.61
174366,4185,280,6/05/2019,C,FALSE,R32,3,4789,FRA,15,,18,1920,,,32.67625,193,5902,HUN,,,36,1205,,,27.238878,188,1-6 6-4 6-2,,2,1,13,12,0,0,TRUE,174366,0,114,0,1,82,58,32,17,13,5,9,1,3,74,46,28,15,12,2,6,2.53,1.51,2.25,3.88,5.37,4.18,2.62,1.56
174376,4185,270,6/05/2019,C,FALSE,R32,3,4742,ESP,2,,2,7765,,,32.922657,185,44824,CAN,,WC,30,1319,,,18.74059,193,6-3 6-3,,2,0,12,6,0,0,TRUE,174376,0,97,2,3,45,32,27,7,9,0,1,3,3,62,37,24,9,9,6,10,5.27,1.16,1.46,4.26,10.48,9.31,3.58,1.33
174367,4185,279,6/05/2019,C,FALSE,R32,3,4921,ITA,10,,12,2840,,,31.950718,178,5349,AUS,,,48,965,,,29.891855,183,6-2 6-2,,2,0,12,4,0,0,TRUE,174367,0,69,0,0,45,32,22,10,8,2,3,0,0,49,33,14,9,8,2,7,1.34,3.22,5.53,6.59,3.92,1.86,2.79,1.48
174369,4185,277,6/05/2019,C,FALSE,R32,3,26577,GRE,8,,9,3190,,,20.731007,193,5166,FRA,,LL,56,915,,,30.850103,183,6-2 7-5,,2,0,13,7,0,0,TRUE,174369,0,77,6,1,52,29,23,15,10,3,4,3,0,61,46,27,8,10,3,7,1.13,6.07,10.46,10.82,4.16,1.44,3.4,1.34
