,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
80,172922,4145,286,2018-09-24,H,False,R16,3,44824,CAN,,LL,147,402,,,18.12731,193.0,11176,KOR,2.0,,23.0,1630.0,,,22.349075,,7-6(2) 5-7 6-4,,2,1,17,17,1,0,True,172922,0,156.0,11,6,104,69,50,20,17,5,8,6,0,120,79,51,23,17,7,10
81,165643,3973,276,2016-04-18,C,False,R32,3,4654,URU,9.0,,25,1510,,,30.29432,180.0,5070,ESP,,,55.0,850.0,,,28.251883,188.0,6-4 7-5,,2,0,13,9,0,0,True,165643,0,106.0,5,3,71,42,30,14,11,0,2,0,4,82,53,33,11,11,6,10
82,170692,4093,1101,2018-02-02,H,False,RR,3,23588,COL,,,292,168,,,21.615332,191.0,4655,BAR,,,,,,,32.07392,,6-0 6-4,,2,0,12,4,0,0,True,170692,0,59.0,2,1,50,32,23,12,8,3,3,2,2,47,23,14,10,8,1,5
83,168734,4045,298,2017-05-01,C,False,SF,3,4180,LUX,3.0,,28,1425,,,33.979465,193.0,4728,RSA,,,66.0,775.0,,,30.954142,203.0,7-5 6-4,,2,0,13,9,0,0,True,168734,0,98.0,8,1,70,50,34,12,11,4,5,6,2,66,43,29,13,11,8,11
84,165629,3973,255,2016-04-18,C,False,R64,3,4470,CRO,,,79,704,,,31.290897,183.0,6384,ARG,,Q,242.0,214.0,,,21.01848,,5-7 6-2 6-4,,2,1,17,13,0,0,True,165629,0,140.0,8,3,100,61,43,21,15,4,6,5,3,84,48,33,19,15,2,6
85,174189,4180,274,2019-04-15,C,False,R32,3,644,GER,3.0,,3,6040,,,21.984941,198.0,44824,CAN,,WC,33.0,1245.0,,,18.683094,193.0,6-1 6-4,,2,0,12,5,0,0,True,174189,0,78.0,0,3,47,32,21,7,8,1,3,1,5,53,26,12,10,9,1,7
86,174710,4192,281,2019-06-17,G,False,R32,3,6418,CRO,4.0,,14,2615,,,22.587269,188.0,44493,ESP,,,88.0,630.0,,,22.116358,183.0,7-6(2) 6-3,,2,0,12,9,1,0,True,174710,0,85.0,5,1,64,49,39,10,11,2,2,3,0,57,37,30,10,10,0,1
87,171681,4118,256,2018-05-07,C,False,R64,3,4259,GER,,,28,1450,,,34.55715,178.0,5209,JPN,,,46.0,1070.0,,,29.63176,173.0,6-4 6-3,,2,0,12,7,0,0,True,171681,0,68.0,4,0,40,29,25,11,9,0,0,2,3,65,38,29,11,10,8,11
88,174266,4182,299,2019-04-22,C,False,SF,3,26413,ITA,,,55,927,,,23.025326,196.0,11485,SRB,5.0,,33.0,1246.0,,,23.887749,188.0,6-4 6-2,,2,0,12,6,0,0,True,174266,0,79.0,4,2,49,30,26,12,9,1,1,3,3,52,32,24,7,9,2,5
89,166564,3993,297,2016-07-18,C,False,QF,3,5577,AUT,,,107,575,,,26.015059,,3781,AUT,,WC,421.0,98.0,,,35.156742,183.0,3-6 6-3 6-1,,2,1,15,10,0,0,True,166564,0,103.0,5,3,82,61,38,10,13,4,7,0,1,70,45,28,10,12,3,8
90,174051,4177,259,2019-03-18,H,False,R64,3,5918,GEO,17.0,,19,1865,,,27.063656,185.0,4994,GER,,,75.0,711.0,,,31.570158,190.0,6-3 6-2,,2,0,12,5,0,0,True,174051,0,66.0,5,3,59,30,21,18,9,2,3,6,1,59,42,24,7,8,2,6
91,166886,4001,270,2016-08-22,H,False,R32,3,5131,ESP,2.0,,17,1980,,,28.35592,183.0,5370,SLO,,,77.0,695.0,,,27.09651,181.0,4-6 6-3 6-3,,2,1,16,12,0,0,True,166886,0,129.0,2,2,86,43,33,28,14,7,8,15,2,95,51,36,22,14,7,10
92,164422,3941,19,2015-10-19,H,False,R16,3,4868,FRA,6.0,,29,1390,,,28.681725,188.0,5630,ARG,,,55.0,811.0,,,25.037645,190.0,6-3 7-6(2),,2,0,12,9,1,0,True,164422,0,,4,4,61,40,34,12,11,1,2,2,2,77,44,31,14,10,4,6
93,176380,4233,300,2020-02-03,C,False,F,3,6412,CHI,3.0,,31,1320,,,23.679672,185.0,6029,ARG,1.0,,14.0,2220.0,,,27.46612,170.0,2-6 6-4 6-0,,2,1,14,10,0,0,True,176380,0,124.0,2,3,82,52,35,10,12,9,13,0,3,79,48,24,17,12,4,10
94,173984,4176,224,2019-03-04,H,False,R128,3,4291,TUN,,,60,847,,,35.118412,185.0,5602,USA,,,90.0,627.0,,,28.53662,190.0,6-4 6-2,,2,0,12,6,0,0,True,173984,0,67.0,1,2,54,34,28,11,9,1,1,5,1,48,32,22,7,9,1,4
95,175593,4214,299,2019-09-30,H,False,SF,3,6219,AUT,1.0,,5,4415,,,26.072554,185.0,11547,RUS,4.0,,9.0,2810.0,,,23.359343,198.0,2-6 7-6(5) 7-5,,2,1,15,17,1,0,True,175593,0,161.0,3,1,108,72,49,14,16,2,8,5,4,104,68,46,12,16,4,9
96,165752,3977,275,2016-04-25,C,False,R32,3,4252,GER,,Q,267,191,,,32.555782,190.0,4893,GER,,Q,325.0,148.0,,,29.065023,188.0,6-4 6-4,,2,0,12,8,0,0,True,165752,0,73.0,3,1,55,39,27,8,10,4,7,3,1,68,46,28,6,10,8,13
97,173067,4149,287,2018-10-08,H,False,R16,3,4728,RSA,7.0,,8,3640,,,32.391514,203.0,26577,GRE,10.0,,15.0,1987.0,,,20.156057,193.0,6-4 7-6(1),,2,0,12,10,1,0,True,173067,0,100.0,10,2,62,45,37,8,11,2,3,5,1,74,44,32,15,11,2,4
98,177455,4261,4401,2020-03-06,H,False,RR,3,6379,POR,,,190,268,,,24.958248,,5813,LTU,,,497.0,59.0,,,28.550308,183.0,6-7(6) 6-3 6-0,,2,1,18,9,0,1,True,177455,0,143.0,3,4,92,59,44,14,14,4,7,5,3,95,48,35,17,13,5,12
99,162585,3901,9,2015-04-06,C,False,R32,3,5986,BIH,,,87,598,,,22.877481,172.0,3908,FRA,,Q,116.0,478.0,,,33.229294,185.0,6-2 7-6(2),,2,0,12,8,1,0,True,162585,0,78.0,9,0,58,35,25,15,10,1,3,0,6,71,45,26,11,10,6,10
