match_id,match_num,date,surface,indoor,round,best_of,winner_id,loser_id,score,outcome,w_sets,l_sets,player_id,first_name,last_name,player_id,first_name,last_name
175672,282,7/10/2019,H,f,R32,3,26577,44824,7-6(3) 7-6(3),,2,0,26577,Stefanos,Tsitsipas,44824,Felix,Auger Aliassime
175673,281,7/10/2019,H,f,R32,3,6407,11787,6-3 6-1,,2,0,6407,Daniil,Medvedev,11787,Cameron,Norrie
175667,287,7/10/2019,H,f,R16,3,644,25897,6-0 7-6(4),,2,0,644,Alexander,Zverev,25897,Andrey,Rublev
175676,278,7/10/2019,H,f,R32,3,11547,26006,6-2 6-4,,2,0,11547,Karen,Khachanov,26006,Taylor Harry,Fritz
175677,277,7/10/2019,H,f,R32,3,5131,24020,6-4 7-5,,2,0,5131,Roberto,Bautista Agut,24020,Reilly,Opelka
175678,276,7/10/2019,H,f,R32,3,26413,6412,6-3 6-3,,2,0,26413,Matteo,Berrettini,6412,Christian,Garin
175679,275,7/10/2019,H,f,R32,3,5918,5324,6-4 1-6 6-1,,2,1,5918,Nikoloz,Basilashvili,5324,Benoit,Paire
175680,274,7/10/2019,H,f,R32,3,6219,5793,7-6(3) 6-3,,2,0,6219,Dominic,Thiem,5793,Pablo,Carreno Busta
175682,272,7/10/2019,H,f,R32,3,25897,5349,6-2 6-0,,2,0,25897,Andrey,Rublev,5349,John,Millman
175684,270,7/10/2019,H,f,R32,3,3819,5070,6-2 7-6(5),,2,0,3819,Roger,Federer,5070,Albert,Ramos
175681,273,7/10/2019,H,f,R32,3,644,4868,7-6(13) 7-6(3),,2,0,644,Alexander,Zverev,4868,Jeremy,Chardy
175687,266,7/10/2019,H,f,R64,3,4544,45105,7-6(1) 6-4,,2,0,4544,John,Isner,45105,Alex,De Minaur
175688,265,7/10/2019,H,f,R64,3,4789,32067,7-5 6-7(1) 6-3,,2,1,4789,Gael,Monfils,32067,Lorenzo,Sonego
175689,264,7/10/2019,H,f,R64,3,27834,11164,7-6(5) 6-4,,2,0,27834,Hubert,Hurkacz,11164,Zhizhen,Zhang
175703,244,7/10/2019,H,f,R64,3,4868,6364,6-4 7-6(3),,2,0,4868,Jeremy,Chardy,6364,Kyle,Edmund
175704,243,7/10/2019,H,f,R64,3,5349,5539,6-3 7-5,,2,0,5349,John,Millman,5539,Guido,Pella
175722,287,14/10/2019,H,t,R16,3,5539,26754,7-5 7-5,,2,0,5539,Guido,Pella,26754,Soon Woo,Kwon
175725,283,14/10/2019,H,t,R32,3,26010,20265,7-6(7) 6-3,,2,0,26010,Frances,Tiafoe,20265,Yannick,Maden
175726,282,14/10/2019,H,t,R32,3,5515,6282,6-2 6-1,,2,0,5515,Jan Lennard,Struff,6282,Gregoire,Barrere
175727,280,14/10/2019,H,t,R32,3,3852,11787,7-6(2) 6-4,,2,0,3852,Feliciano,Lopez,11787,Cameron,Norrie
175728,279,14/10/2019,H,t,R32,3,4467,4326,6-1 6-2,,2,0,4467,Gilles,Simon,4326,Steve,Darcis
175729,278,14/10/2019,H,t,R32,3,4541,32067,6-3 6-4,,2,0,4541,Jo Wilfried,Tsonga,32067,Lorenzo,Sonego
175730,277,14/10/2019,H,t,R32,3,4654,6184,6-4 6-3,,2,0,4654,Pablo,Cuevas,6184,Hugo,Dellien
175732,275,14/10/2019,H,t,R32,3,5644,5630,6-4 7-6(3),,2,0,5644,Marius,Copil,5630,Federico,Delbonis
175733,273,14/10/2019,H,t,R32,3,5539,5367,5-7 6-4 7-6(2),,2,1,5539,Guido,Pella,5367,Peter,Gojowczyk
175734,272,14/10/2019,H,t,R32,3,26754,4752,1-6 6-3 6-4,,2,1,26754,Soon Woo,Kwon,4752,Richard,Gasquet
175735,271,14/10/2019,H,t,R32,3,44829,6061,6-4 7-5,,2,0,44829,Ugo,Humbert,6061,Jozef,Kovalik
175736,300,14/10/2019,H,t,F,3,25897,5166,6-4 6-0,,2,0,25897,Andrey,Rublev,5166,Adrian,Mannarino
175774,289,14/10/2019,H,t,R16,3,5922,5543,7-5 2-6 6-3,,2,1,5922,Filip,Krajinovic,5543,Daniel,Evans
175775,288,14/10/2019,H,t,R16,3,6401,26006,7-5 6-4,,2,0,6401,Yoshihito,Nishioka,26006,Taylor Harry,Fritz
175776,287,14/10/2019,H,t,R16,3,5793,25952,6-3 7-6(2),,2,0,5793,Pablo,Carreno Busta,25952,Gianluca,Mager
175777,286,14/10/2019,H,t,R16,3,5016,5763,6-7(7) 6-3 7-6(3),,2,1,5016,Sam,Querrey,5763,Grigor,Dimitrov
175779,283,14/10/2019,H,t,R32,3,5209,11174,7-6(6) 6-2,,2,0,5209,Yuichi,Sugita,11174,Elias,Ymer
175780,282,14/10/2019,H,t,R32,3,5868,24020,7-5 4-6 6-4,,2,1,5868,Stefano,Travaglia,24020,Reilly,Opelka
175781,280,14/10/2019,H,t,R32,3,45437,6200,7-6(6) 7-6(5),,2,0,45437,Alexei,Popyrin,6200,Oscar,Otte
175782,279,14/10/2019,H,t,R32,3,44481,5303,7-5 6-4,,2,0,44481,Mikael,Ymer,5303,Joao,Sousa
175784,277,14/10/2019,H,t,R32,3,5543,6057,6-4 1-6 6-3,,2,1,5543,Daniel,Evans,6057,Bernard,Tomic
175786,275,14/10/2019,H,t,R32,3,6401,5420,3-6 6-4 6-1,,2,1,6401,Yoshihito,Nishioka,5420,Radu,Albot
175787,273,14/10/2019,H,t,R32,3,5793,5349,6-4 6-3,,2,0,5793,Pablo,Carreno Busta,5349,John,Millman
175788,272,14/10/2019,H,t,R32,3,25952,4664,5-7 6-1 6-1,,2,1,25952,Gianluca,Mager,4664,Pablo,Andujar
175789,271,14/10/2019,H,t,R32,3,5016,10580,7-6(6) 6-4,,2,0,5016,Sam,Querrey,10580,Dennis,Novak
175790,300,21/10/2019,H,t,F,3,3819,45105,6-2 6-2,,2,0,3819,Roger,Federer,45105,Alex,De Minaur
175791,299,21/10/2019,H,t,SF,3,3819,26577,6-4 6-4,,2,0,3819,Roger,Federer,26577,Stefanos,Tsitsipas
175792,298,21/10/2019,H,t,SF,3,45105,24020,7-6(2) 6-7(4) 7-6(3),,2,1,45105,Alex,De Minaur,24020,Reilly,Opelka
175794,296,21/10/2019,H,t,QF,3,26577,5922,3-6 6-4 6-4,,2,1,26577,Stefanos,Tsitsipas,5922,Filip,Krajinovic
175795,295,21/10/2019,H,t,QF,3,24020,5131,6-3 3-6 6-3,,2,1,24020,Reilly,Opelka,5131,Roberto,Bautista Agut
175796,294,21/10/2019,H,t,QF,3,45105,5515,6-4 7-6(4),,2,0,45105,Alex,De Minaur,5515,Jan Lennard,Struff
175797,293,21/10/2019,H,t,R16,3,3819,5420,6-0 6-3,,2,0,3819,Roger,Federer,5420,Radu,Albot
175823,298,21/10/2019,H,t,SF,3,6029,4789,6-3 6-2,,2,0,6029,Diego Sebastian,Schwartzman,4789,Gael,Monfils
175825,296,21/10/2019,H,t,QF,3,26413,25897,7-5 7-6(4),,2,0,26413,Matteo,Berrettini,25897,Andrey,Rublev
175826,295,21/10/2019,H,t,QF,3,4789,5370,7-5 6-1,,2,0,4789,Gael,Monfils,5370,Aljaz,Bedene
175827,294,21/10/2019,H,t,QF,3,6029,11547,7-6(6) 6-2,,2,0,6029,Diego Sebastian,Schwartzman,11547,Karen,Khachanov
175832,289,21/10/2019,H,t,R16,3,5370,4467,6-2 3-6 6-3,,2,1,5370,Aljaz,Bedene,4467,Gilles,Simon
175833,288,21/10/2019,H,t,R16,3,4789,50810,6-3 7-6(8),,2,0,4789,Gael,Monfils,50810,Jannik,Sinner
175834,287,21/10/2019,H,t,R16,3,6029,5016,6-7(5) 6-4 7-6(5),,2,1,6029,Diego Sebastian,Schwartzman,5016,Sam,Querrey
175873,279,28/10/2019,H,t,R32,3,5763,5663,7-5 6-3,,2,0,5763,Grigor,Dimitrov,5663,David,Goffin
175874,278,28/10/2019,H,t,R32,3,6219,5670,7-6(5) 5-7 6-4,,2,1,6219,Dominic,Thiem,5670,Milos,Raonic
175876,276,28/10/2019,H,t,R32,3,33214,4921,3-6 6-3 6-3,,2,1,33214,Denis,Shapovalov,4921,Fabio,Fognini
175877,275,28/10/2019,H,t,R32,3,4789,5324,6-4 7-6(4),,2,0,4789,Gael,Monfils,5324,Benoit,Paire
175878,274,28/10/2019,H,t,R32,3,5420,4311,7-6(5) 7-6(6),,2,0,5420,Radu,Albot,4311,Andreas,Seppi
175879,273,28/10/2019,H,t,R32,3,5515,11547,7-6(5) 3-6 7-5,,2,1,5515,Jan Lennard,Struff,11547,Karen,Khachanov
175880,272,28/10/2019,H,t,R32,3,4541,26413,6-4 6-3,,2,0,4541,Jo Wilfried,Tsonga,26413,Matteo,Berrettini
175881,271,28/10/2019,H,t,R32,3,4526,5220,7-6(3) 7-6(5),,2,0,4526,Stan,Wawrinka,5220,Marin,Cilic
175882,270,28/10/2019,H,t,R32,3,4742,5166,7-5 6-4,,2,0,4742,Rafael,Nadal,5166,Adrian,Mannarino
175883,268,28/10/2019,H,t,R64,3,44668,5571,6-4 1-6 6-3,,2,1,44668,Corentin,Moutet,5571,Dusan,Lajovic
175884,267,28/10/2019,H,t,R64,3,6364,5564,6-4 6-3,,2,0,6364,Kyle,Edmund,5564,Ricardas,Berankis
175885,264,28/10/2019,H,t,R64,3,45105,11485,6-1 6-4,,2,0,45105,Alex,De Minaur,11485,Laslo,Djere
175886,263,28/10/2019,H,t,R64,3,26006,26010,7-6(6) 3-6 6-4,,2,1,26006,Taylor Harry,Fritz,26010,Frances,Tiafoe
175887,260,28/10/2019,H,t,R64,3,4868,5016,5-7 6-3 7-5,,2,1,4868,Jeremy,Chardy,5016,Sam,Querrey
175888,259,28/10/2019,H,t,R64,3,6412,4654,6-4 6-3,,2,0,6412,Christian,Garin,4654,Pablo,Cuevas
175889,256,28/10/2019,H,t,R64,3,5763,44829,4-6 6-1 6-2,,2,1,5763,Grigor,Dimitrov,44829,Ugo,Humbert
175890,255,28/10/2019,H,t,R64,3,5670,11787,6-3 6-2,,2,0,5670,Milos,Raonic,11787,Cameron,Norrie
175891,252,28/10/2019,H,t,R64,3,4269,6418,3-6 6-4 6-3,,2,1,4269,Fernando,Verdasco,6418,Borna,Coric
175893,248,28/10/2019,H,t,R64,3,5324,5986,7-5 6-4,,2,0,5324,Benoit,Paire,5986,Damir,Dzumhur
175894,247,28/10/2019,H,t,R64,3,5420,5918,6-3 6-2,,2,0,5420,Radu,Albot,5918,Nikoloz,Basilashvili
175895,244,28/10/2019,H,t,R64,3,5515,6401,4-6 7-5 6-2,,2,1,5515,Jan Lennard,Struff,6401,Yoshihito,Nishioka
175896,243,28/10/2019,H,t,R64,3,4541,25897,4-6 7-5 6-4,,2,1,4541,Jo Wilfried,Tsonga,25897,Andrey,Rublev
175897,240,28/10/2019,H,t,R64,3,5220,27834,7-6(5) 6-4,,2,0,5220,Marin,Cilic,27834,Hubert,Hurkacz
164167,16,21/09/2015,H,f,R16,3,3917,5166,6-4 6-7(5) 6-3,,2,1,3917,Nicolas,Mahut,5166,Adrian,Mannarino
175929,1602,20/11/2019,H,t,RR,3,5515,6029,6-3 7-6(8),,2,0,5515,Jan Lennard,Struff,6029,Diego Sebastian,Schwartzman
175930,1701,21/11/2019,H,t,RR,3,4259,11769,6-4 6-3,,2,0,4259,Philipp,Kohlschreiber,11769,Nicolas,Jarry
175931,1802,21/11/2019,H,t,RR,3,6412,5515,6-7(3) 7-6(7) 7-6(8),,2,1,6412,Christian,Garin,5515,Jan Lennard,Struff
175933,2002,19/11/2019,H,t,RR,3,45105,23588,6-4 6-3,,2,0,45105,Alex,De Minaur,23588,Daniel Elahi,Galan Riveros
175934,2101,20/11/2019,H,t,RR,3,6387,4326,6-2 7-6(9),,2,0,6387,Nick,Kyrgios,4326,Steve,Darcis
175937,2402,18/11/2019,H,t,RR,3,5663,23588,3-6 6-3 6-3,,2,1,5663,David,Goffin,23588,Daniel Elahi,Galan Riveros
175938,2501,21/11/2019,H,t,RR,3,6364,5055,6-3 6-3,,2,0,6364,Kyle,Edmund,5055,Mikhail,Kukushkin
175939,2602,21/11/2019,H,t,RR,3,22171,5543,5-7 6-4 6-1,,2,1,22171,Alexander,Bublik,5543,Daniel,Evans
175940,2701,20/11/2019,H,t,RR,3,4913,34651,6-7(7) 6-4 7-6(5),,2,1,4913,Andy,Murray,34651,Tallon,Griekspoor
175941,2802,20/11/2019,H,t,RR,3,4894,5543,3-6 7-6(5) 6-4,,2,1,4894,Robin,Haase,5543,Daniel,Evans
175943,3002,19/11/2019,H,t,RR,3,4894,22171,7-5 3-6 7-6(5),,2,1,4894,Robin,Haase,22171,Alexander,Bublik
164168,17,21/09/2015,H,f,R16,3,5364,5565,6-4 7-6(7),,2,0,5364,Martin,Klizan,5565,Vasek,Pospisil
164169,18,21/09/2015,H,f,R16,3,4198,5718,4-6 6-2 6-4,,2,1,4198,Guillermo,Garcia Lopez,5718,Pierre Hugues,Herbert
164170,19,21/09/2015,H,f,R16,3,4180,4269,7-6(3) 7-6(2),,2,0,4180,Gilles,Muller,4269,Fernando,Verdasco
164171,20,21/09/2015,H,f,R16,3,4467,4273,6-4 6-2,,2,0,4467,Gilles,Simon,4273,Edouard Roger,Vasselin
164173,22,21/09/2015,H,f,QF,3,4541,3917,6-7(6) 6-3 7-5,,2,1,4541,Jo Wilfried,Tsonga,3917,Nicolas,Mahut
164174,23,21/09/2015,H,f,QF,3,5364,4198,4-6 6-3 7-6(4),,2,1,5364,Martin,Klizan,4198,Guillermo,Garcia Lopez
175957,4402,23/11/2019,H,t,SF,3,4742,5543,6-4 6-0,,2,0,4742,Rafael,Nadal,5543,Daniel,Evans
175958,4501,22/11/2019,H,t,QF,3,6364,4259,6-3 7-5,,2,0,6364,Kyle,Edmund,4259,Philipp,Kohlschreiber
175959,4602,22/11/2019,H,t,QF,3,5543,5515,7-6(6) 3-6 7-6(2),,2,1,5543,Daniel,Evans,5515,Jan Lennard,Struff
175960,4701,23/11/2019,H,t,SF,3,25897,5565,6-4 6-4,,2,0,25897,Andrey,Rublev,5565,Vasek,Pospisil
175961,4802,23/11/2019,H,t,SF,3,33214,11547,6-4 4-6 6-4,,2,1,33214,Denis,Shapovalov,11547,Karen,Khachanov
164175,24,21/09/2015,H,f,QF,3,4467,4180,6-4 6-4,,2,0,4467,Gilles,Simon,4180,Gilles,Muller
164176,25,21/09/2015,H,f,SF,3,4541,4259,6-3 6-4,,2,0,4541,Jo Wilfried,Tsonga,4259,Philipp,Kohlschreiber
164177,26,21/09/2015,H,f,SF,3,4467,5364,6-4 6-4,,2,0,4467,Gilles,Simon,5364,Martin,Klizan
164178,27,21/09/2015,H,f,F,3,4541,4467,7-6(5) 1-6 6-2,,2,1,4541,Jo Wilfried,Tsonga,4467,Gilles,Simon
164179,1,21/09/2015,H,f,R32,3,4619,25897,4-6 6-3 6-1,,2,1,4619,Simone,Bolelli,25897,Andrey,Rublev
164180,2,21/09/2015,H,f,R32,3,4716,6409,6-3 6-3,,2,0,4716,Marcel,Granollers,6409,Thanasi,Kokkinakis
164181,3,21/09/2015,H,f,R32,3,5303,5420,3-6 7-5 6-4,,2,1,5303,Joao,Sousa,5420,Radu,Albot
164182,4,21/09/2015,H,f,R32,3,4887,4592,7-5 7-6(2),,2,0,4887,Andreas,Haider Maurer,4592,Daniel,Gimeno Traver
164183,5,21/09/2015,H,f,R32,3,3794,4974,6-4 1-6 6-4,,2,1,3794,Benjamin,Becker,4974,Andrey,Golubev
164184,6,21/09/2015,H,f,R32,3,4794,5055,7-6(4) 2-6 6-2,,2,1,4794,Denis,Istomin,5055,Mikhail,Kukushkin
164186,8,21/09/2015,H,f,R32,3,6284,5564,7-6(9) 3-6 7-6(4),,2,1,6284,Lucas,Pouille,5564,Ricardas,Berankis
164188,10,21/09/2015,H,f,R32,3,3990,4022,6-4 3-6 6-3,,2,1,3990,Tommy,Robredo,4022,Mikhail,Youzhny
164189,11,21/09/2015,H,f,R32,3,4570,5201,6-4 4-6 6-3,,2,1,4570,Marcos,Baghdatis,5201,Ernests,Gulbis
176045,13201,1/02/2019,H,f,RR,3,5349,5986,6-3 6-2,,2,0,5349,John,Millman,5986,Damir,Dzumhur
176067,15402,1/02/2019,G,f,RR,3,26413,5422,6-4 6-3,,2,0,26413,Matteo,Berrettini,5422,Prajnesh,Gunneswaran
176068,15504,1/02/2019,G,f,RR,3,4311,5422,6-1 6-4,,2,0,4311,Andreas,Seppi,5422,Prajnesh,Gunneswaran
176073,16001,1/02/2019,H,f,RR,3,22171,5303,6-7(1) 6-4 6-4,,2,1,22171,Alexander,Bublik,5303,Joao,Sousa
176074,16102,1/02/2019,H,f,RR,3,5055,5148,6-2 6-0,,2,0,5055,Mikhail,Kukushkin,5148,Pedro,Sousa
176075,16204,1/02/2019,H,f,RR,3,5055,5303,6-4 6-1,,2,0,5055,Mikhail,Kukushkin,5303,Joao,Sousa
176077,16402,1/02/2019,H,f,RR,3,5922,4794,6-2 6-4,,2,0,5922,Filip,Krajinovic,4794,Denis,Istomin
164193,15,21/09/2015,H,f,R16,3,6219,4887,6-2 7-6(2),,2,0,6219,Dominic,Thiem,4887,Andreas,Haider Maurer
164194,16,21/09/2015,H,f,R16,3,4794,3794,2-6 7-6(5) 6-4,,2,1,4794,Denis,Istomin,3794,Benjamin,Becker
164195,17,21/09/2015,H,f,R16,3,6284,5655,7-6(8) 7-6(1),,2,0,6284,Lucas,Pouille,5655,Jerzy,Janowicz
164196,18,21/09/2015,H,f,R16,3,5131,4558,6-3 5-7 7-5,,2,1,5131,Roberto,Bautista Agut,4558,Teymuraz,Gabashvili
164197,19,21/09/2015,H,f,R16,3,3990,4570,7-6(5) 6-1,,2,0,3990,Tommy,Robredo,4570,Marcos,Baghdatis
164198,20,21/09/2015,H,f,R16,3,5670,5528,6-4 6-4,,2,0,5670,Milos,Raonic,5528,Evgeny,Donskoy
176094,292,6/01/2020,H,f,QF,3,6407,6029,6-4 4-6 6-3,,2,1,6407,Daniil,Medvedev,6029,Diego Sebastian,Schwartzman
176095,291,6/01/2020,H,f,QF,3,11547,5539,6-2 7-6(4),,2,0,11547,Karen,Khachanov,5539,Guido,Pella
176096,290,6/01/2020,H,f,QF,3,5543,45105,7-6(4) 4-6 7-6(2),,2,1,5543,Daniel,Evans,45105,Alex,De Minaur
176097,289,6/01/2020,H,f,QF,3,6387,11787,6-2 6-2,,2,0,6387,Nick,Kyrgios,11787,Cameron,Norrie
176098,288,6/01/2020,H,f,QF,3,5663,4742,6-4 7-6(3),,2,0,5663,David,Goffin,4742,Rafael,Nadal
176099,287,6/01/2020,H,f,QF,3,5131,6279,6-1 6-4,,2,0,5131,Roberto,Bautista Agut,6279,Kimmer,Coppejans
176100,286,6/01/2020,H,f,RR,3,4920,4789,6-3 6-2,,2,0,4920,Novak,Djokovic,4789,Gael,Monfils
176101,285,6/01/2020,H,f,RR,3,5324,5571,6-2 6-7(6) 6-4,,2,1,5324,Benoit,Paire,5571,Dusan,Lajovic
176102,284,6/01/2020,H,f,RR,3,4920,4728,7-6(5) 7-6(6),,2,0,4920,Novak,Djokovic,4728,Kevin,Anderson
176103,283,6/01/2020,H,f,RR,3,5571,44524,3-6 7-6(4) 6-3,,2,1,5571,Dusan,Lajovic,44524,Lloyd George Muirhead,Harris
176104,282,6/01/2020,H,f,RR,3,4920,6412,6-3 6-3,,2,0,4920,Novak,Djokovic,6412,Christian,Garin
176105,281,6/01/2020,H,f,RR,3,5571,11769,6-2 7-6(3),,2,0,5571,Dusan,Lajovic,11769,Nicolas,Jarry
176106,280,6/01/2020,H,f,RR,3,4728,5324,2-6 7-6(1) 7-6(5),,2,1,4728,Kevin,Anderson,5324,Benoit,Paire
164199,21,21/09/2015,H,f,QF,3,5303,4619,7-6(7) 7-6(1),,2,0,5303,Joao,Sousa,4619,Simone,Bolelli
164200,22,21/09/2015,H,f,QF,3,6219,4794,6-2 7-5,,2,0,6219,Dominic,Thiem,4794,Denis,Istomin
164201,23,21/09/2015,H,f,QF,3,5131,6284,6-2 6-3,,2,0,5131,Roberto,Bautista Agut,6284,Lucas,Pouille
164202,24,21/09/2015,H,f,QF,3,5670,3990,6-1 6-2,,2,0,5670,Milos,Raonic,3990,Tommy,Robredo
164203,25,21/09/2015,H,f,SF,3,5303,6219,6-4 7-6(5),,2,0,5303,Joao,Sousa,6219,Dominic,Thiem
164204,26,21/09/2015,H,f,SF,3,5670,5131,6-2 7-6(2),,2,0,5670,Milos,Raonic,5131,Roberto,Bautista Agut
164205,27,21/09/2015,H,f,F,3,5670,5303,6-3 3-6 6-3,,2,1,5670,Milos,Raonic,5303,Joao,Sousa
164208,3,28/09/2015,H,f,R32,3,5420,4677,6-2 7-6(5),,2,0,5420,Radu,Albot,4677,Viktor,Troicki
164209,4,28/09/2015,H,f,R32,3,5303,4307,6-2 6-2,,2,0,5303,Joao,Sousa,4307,Michal,Przysiezny
176137,249,6/01/2020,H,f,RR,3,11547,5868,7-5 6-3,,2,0,11547,Karen,Khachanov,5868,Stefano,Travaglia
176138,248,6/01/2020,H,f,RR,3,6407,4544,6-3 6-1,,2,0,6407,Daniil,Medvedev,4544,John,Isner
176139,247,6/01/2020,H,f,RR,3,11547,26006,3-6 7-5 6-1,,2,1,11547,Karen,Khachanov,26006,Taylor Harry,Fritz
176140,246,6/01/2020,H,f,RR,3,6407,34553,6-3 7-6(6),,2,0,6407,Daniil,Medvedev,34553,Casper,Ruud
176142,244,6/01/2020,H,f,RR,3,4921,4544,6-4 7-6(5),,2,0,4921,Fabio,Fognini,4544,John,Isner
176143,243,6/01/2020,H,f,RR,3,5868,26006,7-6(3) 7-6(1),,2,0,5868,Stefano,Travaglia,26006,Taylor Harry,Fritz
176144,242,6/01/2020,H,f,RR,3,34553,4921,6-2 6-2,,2,0,34553,Casper,Ruud,4921,Fabio,Fognini
176146,240,6/01/2020,H,f,RR,3,34553,4544,6-7(3) 7-6(10) 7-5,,2,1,34553,Casper,Ruud,4544,John,Isner
176148,238,6/01/2020,H,f,RR,3,6418,6219,7-6(4) 2-6 6-3,,2,1,6418,Borna,Coric,6219,Dominic,Thiem
164210,5,28/09/2015,H,f,R32,3,3794,5025,6-1 7-6(6),,2,0,3794,Benjamin,Becker,5025,Samuel,Groth
164213,8,28/09/2015,H,f,R32,3,5140,3813,6-2 7-6(3),,2,0,5140,Tatsuma,Ito,3813,Jarkko,Nieminen
164220,15,28/09/2015,H,f,R16,3,5763,5303,2-6 6-3 6-4,,2,1,5763,Grigor,Dimitrov,5303,Joao,Sousa
176154,232,6/01/2020,H,f,RR,3,6029,6418,6-2 6-2,,2,0,6029,Diego Sebastian,Schwartzman,6418,Borna,Coric
176155,231,6/01/2020,H,f,RR,3,5539,5220,7-6(1) 6-3,,2,0,5539,Guido,Pella,5220,Marin,Cilic
176156,230,6/01/2020,H,f,RR,3,27834,6418,6-2 6-2,,2,0,27834,Hubert,Hurkacz,6418,Borna,Coric
176158,228,6/01/2020,H,f,RR,3,27834,6029,4-6 6-2 6-3,,2,1,27834,Hubert,Hurkacz,6029,Diego Sebastian,Schwartzman
176159,227,6/01/2020,H,f,RR,3,5539,11766,6-2 2-6 6-2,,2,1,5539,Guido,Pella,11766,Kamil,Majchrzak
176166,220,6/01/2020,H,f,RR,3,33214,26577,7-6(6) 7-6(4),,2,0,33214,Denis,Shapovalov,26577,Stefanos,Tsitsipas
176168,218,6/01/2020,H,f,RR,3,6387,26577,7-6(7) 6-7(3) 7-6(5),,2,1,6387,Nick,Kyrgios,26577,Stefanos,Tsitsipas
176170,216,6/01/2020,H,f,RR,3,45105,33214,6-7(6) 6-4 6-2,,2,1,45105,Alex,De Minaur,33214,Denis,Shapovalov
176171,215,6/01/2020,H,f,RR,3,5349,44824,6-4 6-2,,2,0,5349,John,Millman,44824,Felix,Auger Aliassime
176172,300,6/01/2020,H,f,F,3,25897,44668,6-2 7-6(3),,2,0,25897,Andrey,Rublev,44668,Corentin,Moutet
176173,299,6/01/2020,H,f,SF,3,44668,4526,3-6 7-5 6-3,,2,1,44668,Corentin,Moutet,4526,Stan,Wawrinka
176174,298,6/01/2020,H,f,SF,3,25897,44999,6-3 6-1,,2,0,25897,Andrey,Rublev,44999,Miomir,Kecmanovic
176175,297,6/01/2020,H,f,QF,3,4526,5370,6-3 6-4,,2,0,4526,Stan,Wawrinka,5370,Aljaz,Bedene
176176,296,6/01/2020,H,f,QF,3,44668,4269,6-4 4-6 6-4,,2,1,44668,Corentin,Moutet,4269,Fernando,Verdasco
176177,295,6/01/2020,H,f,QF,3,44999,5902,6-2 6-0,,2,0,44999,Miomir,Kecmanovic,5902,Marton,Fucsovics
176178,294,6/01/2020,H,f,QF,3,25897,5718,6-4 6-3,,2,0,25897,Andrey,Rublev,5718,Pierre Hugues,Herbert
176179,293,6/01/2020,H,f,R16,3,4526,4868,6-3 6-4,,2,0,4526,Stan,Wawrinka,4868,Jeremy,Chardy
176180,292,6/01/2020,H,f,R16,3,5370,22171,6-3 7-5,,2,0,5370,Aljaz,Bedene,22171,Alexander,Bublik
176181,291,6/01/2020,H,f,R16,3,44668,5670,7-6(4) 7-6(4),,2,0,44668,Corentin,Moutet,5670,Milos,Raonic
176182,290,6/01/2020,H,f,R16,3,4269,5922,7-5 4-6 6-0,,2,1,4269,Fernando,Verdasco,5922,Filip,Krajinovic
164221,16,28/09/2015,H,f,R16,3,3794,4868,5-7 6-1 7-5,,2,1,3794,Benjamin,Becker,4868,Jeremy,Chardy
164222,17,28/09/2015,H,f,R16,3,6387,5140,6-3 6-2,,2,0,6387,Nick,Kyrgios,5140,Tatsuma,Ito
164223,18,28/09/2015,H,f,R16,3,3333,5918,7-5 4-6 6-3,,2,1,3333,Ivo,Karlovic,5918,Nikoloz,Basilashvili
164224,19,28/09/2015,H,f,R16,3,5565,4570,7-6(2) 3-6 6-3,,2,1,5565,Vasek,Pospisil,4570,Marcos,Baghdatis
164226,21,28/09/2015,H,f,QF,3,3970,5055,6-3 6-4,,2,0,3970,David,Ferrer,5055,Mikhail,Kukushkin
164227,22,28/09/2015,H,f,QF,3,3794,5763,6-4 7-6(3),,2,0,3794,Benjamin,Becker,5763,Grigor,Dimitrov
164228,23,28/09/2015,H,f,QF,3,6387,3333,7-6(4) 7-6(2),,2,0,6387,Nick,Kyrgios,3333,Ivo,Karlovic
164229,24,28/09/2015,H,f,QF,3,3852,5565,6-7(2) 6-3 6-2,,2,1,3852,Feliciano,Lopez,5565,Vasek,Pospisil
164230,25,28/09/2015,H,f,SF,3,3970,3794,3-6 6-2 6-4,,2,1,3970,David,Ferrer,3794,Benjamin,Becker
164231,26,28/09/2015,H,f,SF,3,3852,6387,7-6(2) 7-6(5),,2,0,3852,Feliciano,Lopez,6387,Nick,Kyrgios
164232,27,28/09/2015,H,f,F,3,3970,3852,7-5 7-5,,2,0,3970,David,Ferrer,3852,Feliciano,Lopez
164233,1,28/09/2015,H,f,R32,3,5561,5888,5-7 7-6(6) 6-1,,2,1,5561,Austin,Krajicek,5888,James,Duckworth
176215,283,13/01/2020,H,f,R32,3,26008,5370,6-4 6-4,,2,0,26008,Tommy,Paul,5370,Aljaz,Bedene
176216,282,13/01/2020,H,f,R32,3,4654,24020,5-7 7-6(9) 7-6(2),,2,1,4654,Pablo,Cuevas,24020,Reilly,Opelka
176218,279,13/01/2020,H,f,R32,3,11485,45437,7-6(3) 3-6 6-4,,2,1,11485,Laslo,Djere,45437,Alexei,Popyrin
176219,278,13/01/2020,H,f,R32,3,44524,6412,7-6(5) 3-6 6-4,,2,1,44524,Lloyd George Muirhead,Harris,6412,Christian,Garin
176220,277,13/01/2020,H,f,R32,3,22171,26006,6-4 7-6(4),,2,0,22171,Alexander,Bublik,26006,Taylor Harry,Fritz
